curie	label	envo_native	obsolete	legacy_pv	abp	env_sys	biome	terrestrial_biome	aquatic_biome	env_mat	nmdc_scoped_count	gold_scoped_count	ncbi_scoped_count
ENVO:00005862		False	False	False	False	False	False	False	False	False			2.0
FOODON:00001063	millet beer food product	False	False	False	False	False	False	False	False	True			
ENVO:00006062		False	False	False	False	False	False	False	False	False			1.0
ENVO:01001209	wetland ecosystem	True	False	False	False	True	False	False	False	False			1.0
ENVO:00005784	spruce forest soil	True	False	False	True	False	False	False	False	True			40.0
ENVO:00005985		False	False	False	False	False	False	False	False	False			1.0
ENVO:02000020	blood material	True	False	False	False	False	False	False	False	True			
ENVO:01000438	lava flow	True	False	False	True	False	False	False	False	False			
ENVO:01001110	ecosystem	True	False	False	False	True	False	False	False	False			2.0
ENVO:01000060	particulate environmental material	True	False	False	False	False	False	False	False	True			
ENVO:01000628	plant litter	True	False	False	False	False	False	False	False	True			201.0
FOODON:00001994	leguminous vegetable food product	False	False	False	False	False	False	False	False	True			
FOODON:00002266	soybean food product	False	False	False	False	False	False	False	False	True			
ENVO:01000112	polymetallic nodule	True	False	False	False	False	False	False	False	True			
ENVO:00005740	paddy field soil	True	False	False	True	False	False	False	False	True			801.0
ENVO:01000356	granite	True	False	False	False	False	False	False	False	True			
FOODON:00001131	poultry meat food product	False	False	False	False	False	False	False	False	True			
ENVO:01000070	terrigenous sediment	True	False	False	False	False	False	False	False	True			
ENVO:01000174	forest biome	True	False	False	True	True	True	True	False	False			44.0
ENVO:00002155	high-level radioactive sediment	True	False	False	False	False	False	False	False	True			
FOODON:00001208	hyacinth bean food product	False	False	False	False	False	False	False	False	True			
ENVO:00002060	oil sludge	True	False	False	False	False	False	False	False	True			1.0
FOODON:00001156	citrus fruit juice	False	False	False	False	False	False	False	False	True			
ENVO:01000421	indoor kitchen	True	False	False	True	False	False	False	False	False			
ENVO:00005885		False	False	False	False	False	False	False	False	False			2.0
FOODON:00002501	multi-component food product	False	False	False	False	False	False	False	False	True			
ENVO:00002286		False	False	False	False	False	False	False	False	False			
FOODON:00003341	brassica food product	False	False	False	False	False	False	False	False	True			
ENVO:03510031	oil-based paint	True	False	False	False	False	False	False	False	True			
ENVO:02000099	coal dust	True	False	False	False	False	False	False	False	True			
ENVO:00002176	contaminated sludge	True	False	False	False	False	False	False	False	True			
ENVO:01000151	manganese-reducing sediment	True	False	False	False	False	False	False	False	True			
FOODON:00001135	distilled fermented grain beverage	False	False	False	False	False	False	False	False	True			
ENVO:00006084		False	False	False	False	False	False	False	False	False			1.0
ENVO:00003978	potato silage	True	False	False	False	False	False	False	False	True			
ENVO:01001516	ice cave congelation ice	True	False	False	False	False	False	False	False	True			
ENVO:01000556	biogas	True	False	False	False	False	False	False	False	True			
ENVO:01000599	river water	True	False	False	True	False	False	False	False	True			
ENVO:00006110		False	False	False	False	False	False	False	False	False			1.0
ENVO:00002228	pond water	True	False	False	True	False	False	False	False	True			
ENVO:00005902		False	False	False	False	False	False	False	False	False			1.0
FOODON:00001023	mammalian milk butter	False	False	False	False	False	False	False	False	True			
ENVO:01001181	rhizoplane	True	False	False	False	False	False	False	False	False			44.0
FOODON:00001181	food (cooked)	False	False	False	False	False	False	False	False	True			
ENVO:00002291		False	False	False	False	False	False	False	False	False			
FOODON:03400164	dairy product (us cfr)	False	False	False	False	False	False	False	False	True			
ENVO:01001512	congelation sea ice	True	False	False	False	False	False	False	False	True			
ENVO:00005860		False	False	False	False	False	False	False	False	False			2.0
ENVO:00005774	peat soil	True	False	False	True	False	False	False	False	True	142.0	874.0	560.0
ENVO:00005937		False	False	False	False	False	False	False	False	False			1.0
ENVO:00005973		False	False	False	False	False	False	False	False	False			1.0
FOODON:03401270	U.S. code of federal regulations, title 21 food product type	False	False	False	False	False	False	False	False	True			
ENVO:00002269	thermocline	True	False	False	False	False	False	False	False	False			
ENVO:00006061		False	False	False	False	False	False	False	False	False			1.0
ENVO:01001644	material primarily composed of biogenic carbonates	True	False	False	False	False	False	False	False	True			
ENVO:00006059		False	False	False	False	False	False	False	False	False			1.0
FOODON:00001186	buckewheat food product	False	False	False	False	False	False	False	False	True			
ENVO:00005845		False	False	False	False	False	False	False	False	False			2.0
FOODON:03316694	vegetable fat food product	False	False	False	False	False	False	False	False	True			
ENVO:00001995	rock	True	False	False	False	False	False	False	False	True			166.0
ENVO:00005997		False	False	False	False	False	False	False	False	False			1.0
ENVO:00005805	nest of bird	True	False	False	False	False	False	False	False	False			1.0
ENVO:01001235	planktonic kerogen	True	False	False	False	False	False	False	False	True			
ENVO:00005752	sawah soil	True	False	False	True	False	False	False	False	True			1.0
ENVO:01001140	ammonia ice	True	False	False	False	False	False	False	False	True			
ENVO:01001186	acidic volcanic ash	True	False	False	False	False	False	False	False	True			
FOODON:00001215	cacao food product	False	False	False	False	False	False	False	False	True			
FOODON:00001061	bacon food product	False	False	False	False	False	False	False	False	True			
FOODON:00001096	fermented elaeis palm beverage	False	False	False	False	False	False	False	False	True			
FOODON:00001193	fonio food product	False	False	False	False	False	False	False	False	True			
FOODON:00001221	sausage (raw, smoked)	False	False	False	False	False	False	False	False	True			
ENVO:02000038	pus material	True	False	False	False	False	False	False	False	True			
FOODON:03400231	margarine (us cfr)	False	False	False	False	False	False	False	False	True			
ENVO:03501300	manure	True	False	False	False	False	False	False	False	True			4.0
ENVO:00006105		False	False	False	False	False	False	False	False	False			1.0
ENVO:00006087		False	False	False	False	False	False	False	False	False			1.0
ENVO:00006113		False	False	False	False	False	False	False	False	False			1.0
ENVO:01001282	silica dust	True	False	False	False	False	False	False	False	True			
ENVO:00002272	waste treatment plant	True	False	False	True	False	False	False	False	False			
FOODON:00001046	animal seafood product	False	False	False	False	False	False	False	False	True			
ENVO:01000367	anchialine cave	True	False	False	True	False	False	False	False	False			
ENVO:00002283		False	False	False	False	False	False	False	False	False			
ENVO:01000847	hair ice	True	False	False	False	False	False	False	False	True			
FOODON:00001248	fish food product	False	False	False	False	False	False	False	False	True			
ENVO:00005950		False	False	False	False	False	False	False	False	False			1.0
ENVO:00006030		False	False	False	False	False	False	False	False	False			1.0
ENVO:00006045		False	False	False	False	False	False	False	False	False			1.0
ENVO:00005999		False	False	False	False	False	False	False	False	False			1.0
ENVO:00002012	hypersaline water	True	False	False	False	False	False	False	False	True			
ENVO:00002179	intertidal sediment	True	False	False	False	False	False	False	False	True			20.0
ENVO:00005927		False	False	False	False	False	False	False	False	False			1.0
ENVO:00002141	leachate	True	False	False	False	False	False	False	False	True			
ENVO:02000102	fibrous glass dust	True	False	False	False	False	False	False	False	True			
FOODON:00002175	prepared hen egg product	False	False	False	False	False	False	False	False	True			
ENVO:01001258	vog	True	False	False	False	False	False	False	False	True			
PATO:0000982	permeable	False	False	False	False	False	False	False	False	False			1.0
ENVO:00005951		False	False	False	False	False	False	False	False	False			1.0
ENVO:00006086		False	False	False	False	False	False	False	False	False			1.0
ENVO:00006100		False	False	False	False	False	False	False	False	False			1.0
FOODON:00001036	pont ieveque cheese food product	False	False	False	False	False	False	False	False	True			
ENVO:00006078		False	False	False	False	False	False	False	False	False			1.0
ENVO:01000231	lava	True	False	False	False	False	False	False	False	True			
ENVO:03000002	firn	True	False	False	False	False	False	False	False	True			
ENVO:01000366	talus cave	True	False	False	True	False	False	False	False	False			
ENVO:02000145	subterranean lake	True	False	False	True	False	False	False	False	True			
FOODON:00001005	fermenting elaeis palm sap food product	False	False	False	False	False	False	False	False	True			
ENVO:00002005	air	True	False	False	False	False	False	False	False	True			
ENVO:00002046	activated sludge	True	False	False	False	False	False	False	False	True			5.0
ENVO:00002014	plutonic rock	True	False	False	False	False	False	False	False	True			
ENVO:01000268	atmospheric water vapour	True	False	False	False	False	False	False	False	True			
ENVO:00005787	eucalyptus forest soil	True	False	False	True	False	False	False	False	True			1.0
FOODON:00001114	zebra dairy food product	False	False	False	False	False	False	False	False	True			
ENVO:01000329	cypress dome	True	False	False	False	True	False	False	False	False			
ENVO:01000600	rainwater	True	False	False	False	False	False	False	False	True			
ENVO:01000233	intermediate lava	True	False	False	False	False	False	False	False	True			
ENVO:01000575	wax	True	False	False	False	False	False	False	False	True			
FOODON:00001276	apple cider (alcoholic)	False	False	False	False	False	False	False	False	True			
ENVO:01000005	upwelling	True	False	False	True	False	False	False	False	False			1.0
ENVO:00000296	rice field	True	False	False	True	True	False	False	False	False			4.0
FOODON:00001132	swine food product	False	False	False	False	False	False	False	False	True			
ENVO:01000553	liquefied petroleum gas	True	False	False	False	False	False	False	False	True			
ENVO:00005982		False	False	False	False	False	False	False	False	False			1.0
ENVO:01000328	dome swamp	True	False	False	False	True	False	False	False	False			
ENVO:00005741	alpine soil	True	False	False	True	False	False	False	False	True	6.0	46.0	268.0
ENVO:01000393	tropical lower montane forest	True	False	False	True	True	False	False	False	False			
ENVO:01000135	nitrate-reducing sediment	True	False	False	False	False	False	False	False	True			
ENVO:01000277	water ice	True	False	False	False	False	False	False	False	True			
ENVO:03500016	electroplating fume	True	False	False	False	False	False	False	False	True			
ENVO:00005843		False	False	False	False	False	False	False	False	False			2.0
PATO:0001455	aerobic	False	False	False	False	False	False	False	False	False			4.0
ENVO:00005855		False	False	False	False	False	False	False	False	False			2.0
ENVO:01001156	refractory astrogeological material	True	False	False	False	False	False	False	False	True			
ENVO:01001231	kerogen	True	False	False	False	False	False	False	False	True			
ENVO:00002223	oligotrophic water	True	False	False	False	False	False	False	False	True			
FOODON:00001049	pork chop food product	False	False	False	False	False	False	False	False	True			
ENVO:00005857		False	False	False	False	False	False	False	False	False			2.0
ENVO:00002229	arenosol	True	False	False	True	False	False	False	False	True			132.0
ENVO:00005891		False	False	False	False	False	False	False	False	False			2.0
ENVO:00002055	sandstone	True	False	False	False	False	False	False	False	True			
FOODON:00001714	food product component	False	False	False	False	False	False	False	False	True			
ENVO:01001059	mock community culture	True	False	False	False	False	False	False	False	True			
ENVO:03510064	emissions from petroleum combustion	True	False	False	False	False	False	False	False	True			
ENVO:03605003	epiphyton	True	False	False	False	False	False	False	False	True			
ENVO:01000332	gravelly slope	True	False	False	True	False	False	False	False	False			
ENVO:03600001	chemically contaminated sediment	True	False	False	False	False	False	False	False	True			
ENVO:06105278	silty clay loam	True	False	False	True	False	False	False	False	True			
ENVO:01000872	ballast water	True	False	False	False	False	False	False	False	True			
ENVO:02000035	oronasal secretion material	True	False	False	False	False	False	False	False	True			
FOODON:03400293	soft candy (us cfr)	False	False	False	False	False	False	False	False	True			
CHEBI:3311	calcium carbonate	False	False	False	False	False	False	False	False	False			3.0
ENVO:00005963		False	False	False	False	False	False	False	False	False			1.0
ENVO:02000033	pleural effusion material	True	False	False	False	False	False	False	False	True			
ENVO:00002192	poultry litter	True	False	False	False	False	False	False	False	True			
ENVO:00006119		False	False	False	False	False	False	False	False	False			1.0
PATO:0000150	texture	False	False	False	False	False	False	False	False	False			4.0
ENVO:01001638	frost-susceptible soil	True	False	False	True	False	False	False	False	True			
ENVO:00005814		False	False	False	False	False	False	False	False	False			1.0
ENVO:02000124	lead paint	True	False	False	False	False	False	False	False	True			
ENVO:00005932		False	False	False	False	False	False	False	False	False			1.0
ENVO:01000402	tropical mixed broadleaf forest	True	False	False	True	True	False	False	False	False			
FOODON:00001857	food flavoring or seasoning product	False	False	False	False	False	False	False	False	True			
ENVO:00005802	bulk soil	True	False	False	True	False	False	False	False	True	172.0		2397.0
ENVO:00002116	contaminated soil	True	False	False	True	False	False	False	False	True			282.0
ENVO:00005960		False	False	False	False	False	False	False	False	False			1.0
FOODON:00001171	cruciferous inflorescence food product	False	False	False	False	False	False	False	False	True			
ENVO:03605006	stream water	True	False	False	True	False	False	False	False	True			
ENVO:00005819		False	False	False	False	False	False	False	False	False			1.0
FOODON:03460263	vegetable fat or oil	False	False	False	False	False	False	False	False	True			
ENVO:01001405	laboratory environment	True	False	False	False	True	False	False	False	False			10.0
ENVO:00005909		False	False	False	False	False	False	False	False	False			1.0
FOODON:00001613	apple vinegar food product	False	False	False	False	False	False	False	False	True			
ENVO:00005777	steppe soil	True	False	False	True	False	False	False	False	True			7.0
ENVO:01000451	atmospheric carbon dioxide	True	False	False	False	False	False	False	False	True			
ENVO:02000053	hide	True	False	False	False	False	False	False	False	True			
FOODON:00001284	duck meat food product	False	False	False	False	False	False	False	False	True			
ENVO:03510015	xanthan gum	True	False	False	False	False	False	False	False	True			
ENVO:00005863		False	False	False	False	False	False	False	False	False			2.0
ENVO:00005938		False	False	False	False	False	False	False	False	False			1.0
ENVO:03510016	tragacanth	True	False	False	False	False	False	False	False	True			
ENVO:00002230	anthrosol	True	False	False	True	False	False	False	False	True			5.0
ENVO:00000300	scrubland area	True	False	False	True	False	False	False	False	False			168.0
ENVO:01001155	astrogeological gas	True	False	False	False	False	False	False	False	True			
ENVO:00000055	saline evaporation pond	True	False	False	True	False	False	False	False	False			3.0
FOODON:00002752	bean (whole, dried)	False	False	False	False	False	False	False	False	True			
ENVO:00005834		False	False	False	False	False	False	False	False	False			2.0
ENVO:00005825		False	False	False	False	False	False	False	False	False			2.0
FOODON:03400209	fruit jelly (us cfr)	False	False	False	False	False	False	False	False	True			
ENVO:00002212	thermophilic granular sludge	True	False	False	False	False	False	False	False	True			
FOODON:00001175	plant stem food product	False	False	False	False	False	False	False	False	True			
NCBITaxon:3193	Embryophyta	False	False	False	False	False	False	False	False	False			2.0
FOODON:03400115	cheese or cheese product (us cfr)	False	False	False	False	False	False	False	False	True			
ENVO:01001525	hard-frozen soil	True	False	False	True	False	False	False	False	True			
ENVO:02000004	nesting material	True	False	False	False	False	False	False	False	True			
FOODON:00001253	plant derived beverage	False	False	False	False	False	False	False	False	True			
ENVO:01001402	haze	True	False	False	False	False	False	False	False	True			
ENVO:00002250	plinthosol	True	False	False	True	False	False	False	False	True			
ENVO:03000088	methane-laden permafrost	True	False	False	False	False	False	False	False	True			
FOODON:00002262	soybean condiment	False	False	False	False	False	False	False	False	True			
ENVO:00005762	chloropicrin enriched soil	True	False	False	True	False	False	False	False	True			1.0
ENVO:03501252	chicken manure	True	False	False	False	False	False	False	False	True			
UBERON:0002416	integumental system	False	False	False	False	False	False	False	False	False			64.0
ENVO:01000360	solutional cave	True	False	False	True	False	False	False	False	False			
FOODON:03400188	confectionery (us cfr)	False	False	False	False	False	False	False	False	True			
ENVO:00005760	burned soil	True	False	False	True	False	False	False	False	True	2.0		460.0
ENVO:01001288	kaolin dust	True	False	False	False	False	False	False	False	True			
ENVO:03501303	natural-based polymer	True	False	False	False	False	False	False	False	True			
ENVO:02000153	marine salt marsh sediment	True	False	False	True	False	False	False	False	True			
ENVO:06105111	natural plastic	True	False	False	False	False	False	False	False	True			
ENVO:06105205	compacted soil	True	False	False	True	False	False	False	False	True			
FOODON:00001075	mammalian milk (nonfat, dry)	False	False	False	False	False	False	False	False	True			
FOODON:00002373	food product by meal type	False	False	False	False	False	False	False	False	True			
ENVO:00005788	rubber plantation soil	True	False	False	True	False	False	False	False	True			1.0
ENVO:00005803	animal habitation	True	False	False	False	False	False	False	False	False			1.0
ENVO:03510009	gasoline exhaust	True	False	False	False	False	False	False	False	True			
FOODON:00002333	vegetable pickle food product	False	False	False	False	False	False	False	False	True			
PATO:0000025	composition	False	False	False	False	False	False	False	False	False			3.0
ENVO:00006009		False	False	False	False	False	False	False	False	False			1.0
ENVO:01001257	saline shrimp pond water	True	False	False	True	False	False	False	False	True			
ENVO:01000508	salt material	True	False	False	False	False	False	False	False	True			
ENVO:00123402		False	False	False	False	False	False	False	False	False			1.0
ENVO:00005835		False	False	False	False	False	False	False	False	False			2.0
ENVO:00006007		False	False	False	False	False	False	False	False	False			1.0
ENVO:02000097	gold ore	True	False	False	False	False	False	False	False	True			
ENVO:00003092	salicylate enriched soil	True	False	False	True	False	False	False	False	True			
ENVO:01000418	human house	True	False	False	True	False	False	False	False	False			
ENVO:01000155	organic material	True	False	False	False	False	False	False	False	True			
FOODON:03460231	chocolate or cocoa	False	False	False	False	False	False	False	False	True			
ENVO:00003095	quinate enriched soil	True	False	False	True	False	False	False	False	True			
ENVO:01000384	tropical lowland evergreen broadleaf rain forest	True	False	False	True	True	False	False	False	False			
ENVO:00005739	sea foam	True	False	False	False	False	False	False	False	True			
ENVO:01000315	acidic environment	True	False	False	False	True	False	False	False	False			
FOODON:00001051	fermented rice beverage	False	False	False	False	False	False	False	False	True			
ENVO:00006020		False	False	False	False	False	False	False	False	False			1.0
ENVO:00006082		False	False	False	False	False	False	False	False	False			1.0
ENVO:00000057	mangrove swamp	True	False	False	False	True	False	False	False	False			126.0
ENVO:01000408	environmental zone	True	False	False	False	False	False	False	False	False			
ENVO:00005779	vegetable garden soil	True	False	False	True	False	False	False	False	True			31.0
ENVO:00002193	pulp-bleaching waste water	True	False	False	False	False	False	False	False	True			
ENVO:00005753	urea enriched soil	True	False	False	True	False	False	False	False	True			1.0
ENVO:01000552	natural gas	True	False	False	False	False	False	False	False	True			
ENVO:00002207	self-heating coal mine waste material	True	False	False	True	False	False	False	False	True			
ENVO:00005987		False	False	False	False	False	False	False	False	False			1.0
FOODON:03400845	coffee, tea, cocoa or infusion (eurofir)	False	False	False	False	False	False	False	False	True			
ENVO:00005995		False	False	False	False	False	False	False	False	False			1.0
ENVO:01003002	particle	True	False	False	False	False	False	False	False	False			178.0
ENVO:00002114	chemically enriched sediment	True	False	False	False	False	False	False	False	True			
ENVO:01001848	rime	True	False	False	False	False	False	False	False	True			
FOODON:00002301	pork cured meat food product	False	False	False	False	False	False	False	False	True			
CHEBI:22695	base	False	False	False	False	False	False	False	False	False			11.0
ENVO:00002249	phaeozem	True	False	False	True	False	False	False	False	True			
ENVO:01000333	hillside	True	False	False	True	False	False	False	False	False			
FOODON:00001151	citrus fruit food product	False	False	False	False	False	False	False	False	True			
ENVO:00006102		False	False	False	False	False	False	False	False	False			1.0
ENVO:00005749	farm soil	True	False	False	True	False	False	False	False	True			452.0
ENVO:01001834	subpolar biome	True	False	False	True	True	True	False	False	False			97.0
FOODON:00001028	Brie cheese food product	False	False	False	False	False	False	False	False	True			
ENVO:00002134	anaerobic stream sediment	True	False	False	False	False	False	False	False	True			
ENVO:00006083		False	False	False	False	False	False	False	False	False			1.0
ENVO:00002040	wood	True	False	False	False	False	False	False	False	True			28.0
ENVO:00005893		False	False	False	False	False	False	False	False	False			2.0
PATO:0002435	abutting	False	False	False	False	False	False	False	False	False			2.0
ENVO:02000037	sebum material	True	False	False	False	False	False	False	False	True			
FOODON:00001149	confectionery food product	False	False	False	False	False	False	False	False	True			
ENVO:00005773	pasture soil	True	False	False	True	False	False	False	False	True	2.0	13.0	280.0
ENVO:01001391	gill tissue material	True	False	False	False	False	False	False	False	True			
ENVO:00005782	ornithogenic soil	True	False	False	True	False	False	False	False	True			1.0
ENVO:00005900		False	False	False	False	False	False	False	False	False			1.0
ENVO:00005940		False	False	False	False	False	False	False	False	False			1.0
FOODON:00002219	salad food product	False	False	False	False	False	False	False	False	True			
CHEBI:15377	water	False	False	False	False	False	False	False	False	False			317.0
ENVO:01000309	cold environment	True	False	False	False	True	False	False	False	False			27.0
ENVO:03000073	multiyear ice	True	False	False	False	False	False	False	False	True			
ENVO:01000380	oceanic temperate	True	False	False	False	False	False	False	False	False			
FOODON:00001202	winged bean food product	False	False	False	False	False	False	False	False	True			
ENVO:00005868		False	False	False	False	False	False	False	False	False			2.0
FOODON:00002778	jack bean (whole)	False	False	False	False	False	False	False	False	True			
FOODON:00001867	food dressing product	False	False	False	False	False	False	False	False	True			
ENVO:00002261	forest soil	True	False	False	True	False	False	False	False	True	43.0	35.0	2398.0
ENVO:00002243	histosol	True	False	False	True	False	False	False	False	True			
ENVO:00005764	pond soil	True	False	False	True	False	False	False	False	True			3.0
FOODON:00001197	bambara groundnut food product	False	False	False	False	False	False	False	False	True			
ENVO:00005976		False	False	False	False	False	False	False	False	False			1.0
ENVO:00006021		False	False	False	False	False	False	False	False	False			1.0
ENVO:00002275	technosol	True	False	False	True	False	False	False	False	True			
ENVO:01000369	vadose cave	True	False	False	True	False	False	False	False	False			
FOODON:00002132	plant based salad food product	False	False	False	False	False	False	False	False	True			
ENVO:01001118	heat-treated animal manure	True	False	False	False	False	False	False	False	True			
ENVO:00005916		False	False	False	False	False	False	False	False	False			1.0
ENVO:06105277	clay loam	True	False	False	True	False	False	False	False	True			6.0
ENVO:00005980		False	False	False	False	False	False	False	False	False			1.0
ENVO:01000117	granular sediment	True	False	False	False	False	False	False	False	True			
ENVO:02000113	welding fume	True	False	False	False	False	False	False	False	True			
ENVO:00005828		False	False	False	False	False	False	False	False	False			2.0
ENVO:01000419	domestic garden	True	False	False	True	False	False	False	False	False			
FOODON:00001133	condiment food product	False	False	False	False	False	False	False	False	True			
FOODON:03400361	agency food product type	False	False	False	False	False	False	False	False	True			
ENVO:01001849	glaze	True	False	False	False	False	False	False	False	True			
ENVO:01001527	plastic-frozen soil	True	False	False	True	False	False	False	False	True			2.0
ENVO:02000045	red clay	True	False	False	False	False	False	False	False	True			9.0
ENVO:2000008	lignite	True	False	False	False	False	False	False	False	True			
ENVO:00005899		False	False	False	False	False	False	False	False	False			1.0
ENVO:0100009		False	False	False	False	False	False	False	False	False			
ENVO:00003033	mushroom compost	True	False	False	False	False	False	False	False	True			6.0
ENVO:00005761	meadow soil	True	False	False	True	False	False	False	False	True	10.0		25.0
FOODON:00002780	pigeon pea food product	False	False	False	False	False	False	False	False	True			
FOODON:00001157	pomaceous fruit juice beverage	False	False	False	False	False	False	False	False	True			
ENVO:02000126	wood ash	True	False	False	False	False	False	False	False	True			
ENVO:03510060	gel ink	True	False	False	False	False	False	False	False	True			
ENVO:00005852		False	False	False	False	False	False	False	False	False			2.0
FOODON:00001147	plant root food product	False	False	False	False	False	False	False	False	True			
ENVO:01001060	single strain cell culture	True	False	False	False	False	False	False	False	True			
ENVO:01000392	tropical upper montane forest	True	False	False	True	True	False	False	False	False			
ENVO:00005919		False	False	False	False	False	False	False	False	False			1.0
ENVO:00005869		False	False	False	False	False	False	False	False	False			2.0
ENVO:00005945		False	False	False	False	False	False	False	False	False			1.0
ENVO:01000473	thatch	True	False	False	False	False	False	False	False	True			
ENVO:01000063	planktonic material	True	False	False	False	False	False	False	False	True			
FOODON:00001665	broad bean food product	False	False	False	False	False	False	False	False	True			
ENVO:01000385	temperate deciduous broadleaf forest	True	False	False	True	True	False	False	False	False			
FOODON:03400960	50220000 - cereal/grain/pulse products (gs1 gpc)	False	False	False	False	False	False	False	False	True			
CHEBI:41609	carbonate	False	False	False	False	False	False	False	False	False			3.0
ENVO:00003088	pantothenate enriched soil	True	False	False	True	False	False	False	False	True			
ENVO:03510062	aqueous inkjet printer ink	True	False	False	False	False	False	False	False	True			
ENVO:00002149	sea water	True	False	False	False	False	False	False	False	True			1.0
ENVO:00006076		False	False	False	False	False	False	False	False	False			1.0
ENVO:00003965	anaerobic digester sludge	True	False	False	False	False	False	False	False	True			
FOODON:00001076	sake food product	False	False	False	False	False	False	False	False	True			
FOODON:00001282	ground beef food product	False	False	False	False	False	False	False	False	True			
FOODON:00001067	buttermilk food product	False	False	False	False	False	False	False	False	True			
ENVO:01000423	living room	True	False	False	True	False	False	False	False	False			
ENVO:00002169	coal mine	True	False	False	True	False	False	False	False	False			45.0
ENVO:00005763	humus-rich acidic ash soil	True	False	False	True	False	False	False	False	True			1.0
