ENVO:03000046	frazil ice	frazil ice
ENVO:01001515	freshwater congelation ice	freshwater congelation ice
ENVO:01000277	water ice	water ice
ENVO:03000007	blue ice	blue ice
ENVO:01001513	permafrost congelation ice	permafrost congelation ice
ENVO:01001523	frazil	frazil
ENVO:01001511	freshwater ice	freshwater ice
ENVO:03000004	glacial ice	glacial ice
ENVO:03000025	erosionally enriched ice	erosionally enriched ice
ENVO:01001190	brown sea ice	brown sea ice
ENVO:03000071	first year ice	first year ice
ENVO:01000847	hair ice	hair ice
ENVO:03000073	multiyear ice	multiyear ice
ENVO:00002200	sea ice	sea ice
ENVO:01001514	congelation ice in a fresh water body	congelation ice in a fresh water body
ENVO:01001557	water-body-derived ice	water-body-derived ice
ENVO:01001516	ice cave congelation ice	ice cave congelation ice
ENVO:03000005	erosionally enriched glacial ice	erosionally enriched glacial ice
ENVO:01001512	congelation sea ice	congelation sea ice
ENVO:03000063	new ice	new ice
ENVO:01000358	acidic water	acidic water
ENVO:01000357	alkaline water	alkaline water
ENVO:01000173	anoxic water	anoxic water
ENVO:00003045	bacon curing brine	bacon curing brine
ENVO:01000872	ballast water	ballast water
ENVO:00002142	borax leachate	borax leachate
ENVO:00003097	bore hole water	bore hole water
ENVO:00002019	brackish water	brackish water
ENVO:00003044	brine	brine
ENVO:03600081	cloud water	cloud water
ENVO:00002150	coastal sea water	coastal sea water
ENVO:00002186	contaminated water	contaminated water
ENVO:03600002	cooling water	cooling water
ENVO:06105269	desalinated water	desalinated water
ENVO:00003065	distilled water	distilled water
ENVO:00002158	ditch water	ditch water
ENVO:00002159	drilling bore water	drilling bore water
ENVO:00003064	drinking water	drinking water
ENVO:01000301	estuarine water	estuarine water
ENVO:00002224	eutrophic water	eutrophic water
ENVO:01000940	fissure water	fissure water
ENVO:00002011	fresh water	fresh water
ENVO:01001004	groundwater	groundwater
ENVO:01001039	highly saline water	highly saline water
ENVO:01000134	hydrothermal fluid	hydrothermal fluid
ENVO:01001018	hypereutrophic water	hypereutrophic water
ENVO:00002012	hypersaline water	hypersaline water
ENVO:01001064	hypoxic water	hypoxic water
ENVO:01000964	industrial wastewater	industrial wastewater
ENVO:03600009	interstitial water	interstitial water
ENVO:04000007	lake water	lake water
ENVO:00002141	leachate	leachate
ENVO:00002006	liquid water	liquid water
ENVO:03600042	marine lake water	marine lake water
ENVO:01000722	meltwater	meltwater
ENVO:00002225	mesotrophic water	mesotrophic water
ENVO:01001038	moderately saline water	moderately saline water
ENVO:00005793	muddy water	muddy water
ENVO:00002194	oil field production water	oil field production water
ENVO:00002223	oligotrophic water	oligotrophic water
ENVO:01001063	oxic water	oxic water
ENVO:00002228	pond water	pond water
ENVO:00002193	pulp-bleaching waste water	pulp-bleaching waste water
ENVO:01000600	rainwater	rainwater
ENVO:06105238	residual water in soil	residual water in soil
ENVO:01000599	river water	river water
ENVO:06105211	runoff	runoff
ENVO:01001270	rural stormwater	rural stormwater
ENVO:01001257	saline shrimp pond water	saline shrimp pond water
ENVO:00002010	saline water	saline water
ENVO:00002149	sea water	sea water
ENVO:00002018	sewage	sewage
ENVO:01001037	slightly saline water	slightly saline water
ENVO:03600065	spring water	spring water
ENVO:03501370	stagnant water	stagnant water
ENVO:00005791	sterile water	sterile water
ENVO:01001267	stormwater	stormwater
ENVO:03605006	stream water	stream water
ENVO:02000145	subterranean lake	subterranean lake
ENVO:00002042	surface water	surface water
ENVO:00003096	tap water	tap water
ENVO:06105268	treated wastewater	treated wastewater
ENVO:00005792	underground water	underground water
ENVO:01001268	urban stormwater	urban stormwater
ENVO:00002001	waste water	waste water
ENVO:03605001	epilithon	epilithon
ENVO:03605002	epipelon	epipelon
ENVO:03605003	epiphyton	epiphyton
ENVO:03605004	epipsammon	epipsammon
ENVO:03605005	epixylon	epixylon
ENVO:01000158	marine snow	marine snow
ENVO:03000027	powdery snow	powdery snow
ENVO:03000108	slab snow	slab snow
ENVO:01000406	snow	snow
