curie	label	envo_native	obsolete	no_comparison_enum	ancestors_in_enum_count	descendants_in_enum_count	abp	env_sys	biome	terrestrial_biome	aquatic_biome	env_mat	soil	liquid water	water ice	human_construction	building	building_part	goldterms_mappings	nmdc_scoped_count	gold_hybrid_count	ncbi_scoped_count
ENVO:00002051	stony-iron meteorite	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
FOODON:00001280	chocolate food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:02000033	pleural effusion material	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002783		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000660	tephra	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:01000130	marine hydrothermal plume	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			275.0
ENVO:01000017	sand	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	35.0		155.0
PATO:0000060	spatial pattern	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			13.0
ENVO:01001646	amorphous solid	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00000571	obsolete arboreal habitat	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
FOODON:00001039	cured meat food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00005753	urea enriched soil	True	False	False	0	0	True	False	False	False	False	True	True	False	False	False	False	False	False			
ENVO:00002727		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002701		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000394	strait	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:00003908	poultry deep litter	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
PATO:0000592	decreased thickness	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01001204	alluvial deposit	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002197	saline water aquarium	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01000349	root matter	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			1.0
ENVO:00000456	tidewater glacier	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
FOODON:00001859	flaxseed food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002057	raw primary sludge	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			193.0
ENVO:03501182	clinic	True	False	False	0	0	True	False	False	False	False	False	False	False	False	True	False	False	False			56.0
FOODON:00001192	quinoa food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:2000008	lignite	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00005757	bacteria enriched soil	True	False	False	0	0	True	False	False	False	False	True	True	False	False	False	False	False	False			
ENVO:00000438	alas	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
FOODON:00001182	pickled cruciferous food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002181	neutral hot spring	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:00000498	volcanic dike	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
PATO:0000587	decreased size	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:000043		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01001063	oxic water	True	False	False	0	0	False	False	False	False	False	True	False	True	False	False	False	False	False			3.0
ENVO:01000232	felsic lava	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002301		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000558	liquefied hydrocarbon gas	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00000393	sound	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01000313	anthropogenic environment	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False			90.0
CHEBI:33284	nutrient	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			12.0
ENVO:03501306	mylar	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:06105112	synthetic plastic	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002490		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000522	canal tunnel	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01000944	microplastic particle	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			209.0
FOODON:00002158	food (preserved)	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			2.0
ENVO:00002374		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:2017081507		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000480	peak	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
FOODON:00002156	plant stem or spear vegetable food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00000406	mid-ocean ridge	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000055	saline evaporation pond	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			7.0
FOODON:03311737	processed food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002375		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000416	ultrafine respirable suspended particulate matter	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			1.0
ENVO:00005747	compost soil	True	False	False	0	0	True	False	False	False	False	True	True	False	False	False	False	False	False			
ENVO:00000504	container of an intermittent pond	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01000297	freshwater river	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			49.0
ENVO:00000358	area of protected biodiversity	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:00000111	forested area	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000237	hydromorphic/phreatic dambo	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False			4.0
ENVO:00002128	mesophilic sulfur spring	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000029	marine reef biome	True	False	False	0	0	True	True	True	False	True	False	False	False	False	False	False	False	False			1.0
ENVO:00002460		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01001616	bare soil	True	False	False	0	0	True	False	False	False	False	True	True	False	False	False	False	False	False			
ENVO:00002028	obsolete high osmolarity habitat	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:00002017	metamorphic rock	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00001996	mine drainage	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:01001185	acidic soil	True	False	False	0	0	True	False	False	False	False	True	True	False	False	False	False	False	False			
FOODON:00001032	swiss cheese food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002350		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000345	upper montane	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000325	polje	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			2.0
RO:0002577	system	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:00002243	histosol	True	False	False	0	0	True	False	False	False	False	True	True	False	False	False	False	False	False			1.0
ENVO:000082		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01000353	marine mesoscale eddy field	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			51.0
ENVO:00002538		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00012408	aquifer	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			237.0
ENVO:00000424	lake island	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
FOODON:03460177	plant seed or nut food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002283		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:03500021	gasoline vapor	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002130	hypolimnion	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			329.0
ENVO:00002334		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002491		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
CHEBI:26833	sulfur atom	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			14.0
ENVO:00000556	wing dam	True	False	False	0	0	True	False	False	False	False	False	False	False	False	True	False	False	False			1.0
ENVO:02000152	mangrove biome sediment	True	False	False	0	0	True	False	False	False	False	True	False	False	False	False	False	False	False		68.0	
ENVO:00000455	tarn	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00002200	sea ice	True	False	False	0	0	False	False	False	False	False	True	False	False	True	False	False	False	True		104.0	265.0
ENVO:06105280	silty clay	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
FOODON:00001258	food (fermented)	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:01001257	saline shrimp pond water	True	False	False	0	0	True	False	False	False	False	True	False	True	False	False	False	False	False			
ENVO:01001520	area of sea ice	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			38.0
ENVO:01000420	building part	True	False	False	0	0	True	False	False	False	False	False	False	False	False	True	False	True	False			1.0
ENVO:00002774		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000538	arrugado	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:06105023	biofouling	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			73.0
ENVO:02000020	blood material	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:2017081506		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000245	cropland biome	True	False	False	0	0	True	True	True	True	False	False	False	False	False	False	False	False	False			1.0
ENVO:00002466		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002155	high-level radioactive sediment	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			3.0
ENVO:01000372	household waste material	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002442		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000681	sodium chloride salt	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			5.0
ENVO:02000112	fume	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
FOODON:00001056	flour food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:01000003	oil well	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
FOODON:00002786	velvet bean (whole)	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002289		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
FOODON:00001219	sausage (cooked, smoked)	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
FOODON:03316579	multi-component plant food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:03510032	acrylic paint	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002456		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01001557	water-body-derived ice	True	False	False	0	0	False	False	False	False	False	True	False	False	True	False	False	False	False			
CHEBI:37527	acid	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			198.0
FOODON:00002196	refined or partially-refined food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002307		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
FOODON:00001262	botanical fruit food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
FOODON:00001291	clam food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:03605001	epilithon	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	150.0		61.0
FOODON:03400231	margarine (us cfr)	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002387		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000415	raised beach	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00002021	obsolete acid habitat	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002097		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000304	shore	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			3.0
ENVO:01000121	colloidal sediment	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:02000106	asbestos dust	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00000545	shingle beach	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00002534		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002274	stagnosol	True	False	False	0	0	True	False	False	False	False	True	True	False	False	False	False	False	False			
ENVO:00002765		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000335	understory	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00002724		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
FOODON:03400960	50220000 - cereal/grain/pulse products (gs1 gpc)	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002796		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000297	paddy field	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:01001342	tidal flow process	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			136.0
ENVO:00002337		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002598		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002482		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
FOODON:00001148	potato food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00000252	terminal moraine	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			2.0
NCBITaxon:2759	Eukaryota	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00002585		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000815	liquid environmental material	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			127.0
ENVO:00002638		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002453		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002090		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002797		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:2017111504		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:03605005	epixylon	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	22.0		
ENVO:01001140	ammonia ice	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:01000117	granular sediment	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			1.0
ENVO:00002137	brackish estuary	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000306	spit	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:00000223	continental shelf	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			253.0
ENVO:01001833	mediterranean biome	True	False	False	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False			1.0
FOODON:00001090	sour milk beverage	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
FOODON:00001214	candy food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00000078	farm	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00002043	wastewater treatment plant	True	False	False	0	0	True	False	False	False	False	False	False	False	False	True	True	False	False			796.0
ENVO:00000548	gravel field	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01001006	rainbow	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:2018051511		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00005755	field soil	True	False	False	0	0	True	False	False	False	False	True	True	False	False	False	False	False	False			
ENVO:00005772	orchard soil	True	False	False	0	0	True	False	False	False	False	True	True	False	False	False	False	False	False			
ENVO:00002263	garden soil	True	False	False	0	0	True	False	False	False	False	True	True	False	False	False	False	False	False			
ENVO:00002158	ditch water	True	False	False	0	0	True	False	False	False	False	True	False	True	False	False	False	False	False			3.0
FOODON:03310006	fermented bean product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:02000107	grain dust	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00011764	ocean time series station	True	False	False	0	0	True	False	False	False	False	False	False	False	False	True	False	False	False			9.0
ENVO:00000245	maar	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			9.0
ENVO:00002624		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002419		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002667		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002385		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
FOODON:00001241	processed pork meat food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00000035	marsh	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False			98.0
ENVO:00002053	limestone	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			1.0
ENVO:00000329	phreatic zone	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			2.0
FOODON:00001198	broad bean (whole, dried)	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002123	bioreactor	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			165.0
ENVO:00005798	acid dune sand	True	False	False	0	0	True	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002757		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00003869	straw	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002498		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
FOODON:00001175	plant stem food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00005774	peat soil	True	False	False	0	0	True	False	False	False	False	True	True	False	False	False	False	False	False			1.0
ENVO:01000273	lime mudstone	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002427		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
FOODON:00002819	liver food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:01000156	biofilm material	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			287.0
ENVO:03000039	cryoconite hole	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			23.0
ENVO:03600009	interstitial water	True	False	False	0	0	False	False	False	False	False	True	False	True	False	False	False	False	False			88.0
ENVO:00002142	borax leachate	True	False	False	0	0	False	False	False	False	False	True	False	True	False	False	False	False	False			
ENVO:06105278	silty clay loam	True	False	False	0	0	True	False	False	False	False	True	True	False	False	False	False	False	False			
BFO:0000029	site	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:0010001	anthropogenic environmental material	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			6.0
FOODON:00001146	solanaceous root food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:01001018	hypereutrophic water	True	False	False	0	0	False	False	False	False	False	True	False	True	False	False	False	False	False			423.0
ENVO:00002581		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000253	scroll plane	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			2.0
FOODON:03400293	soft candy (us cfr)	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:01001561	gel	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002508		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000573		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:2018051510		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002546		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000339	polar biome	True	False	False	0	0	True	True	True	False	False	False	False	False	False	False	False	False	False			1.0
FOODON:00001078	fermented soybean food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002144	cave wall	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
FOODON:00001082	bitter cheese food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00000326	sea cave	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:00002620		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
FOODON:03400148	milk or milk product (us cfr)	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002446		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002505		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000475	inlet	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			111.0
ENVO:2017081508		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002392		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000770	carbon dioxide emission	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002072		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000214	hadalpelagic zone	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			54.0
ENVO:00002623		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
FOODON:03400187	natural cheese (us cfr)	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002674		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002390		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000493	obsequent stream	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00002525		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002108		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000308	dune slack	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:00000572	obsolete subterrestrial habitat	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
FOODON:00001166	plant inflorescence food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00000549	container of an intermittent water body	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01000238	polar	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00002079		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002193	pulp-bleaching waste water	True	False	False	0	0	False	False	False	False	False	True	False	True	False	False	False	False	False			62.0
FOODON:00002071	orange food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002237	chernozem	True	False	False	0	0	True	False	False	False	False	True	True	False	False	False	False	False	False			1.0
ENVO:03000041	brine channel	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			59.0
ENVO:00002437		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002312		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002073		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00002207	self-heating coal mine waste material	True	False	False	0	0	True	False	False	False	False	True	False	False	False	False	False	False	False			1.0
FOODON:03400969	50221200 - processed cereal products (gs1 gpc)	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
FOODON:00002266	soybean food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002063	oil seep	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000506	intermittently filled reservoir	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
CHEBI:28938	ammonium	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00002523		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002166	obsolete sausage	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000323	live cave	True	False	False	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:00002502		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002194	oil field production water	True	False	False	0	0	False	False	False	False	False	True	False	True	False	False	False	False	False			50.0
FOODON:00001217	mammalian milk beverage	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
FOODON:00001193	fonio food product	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:00002531		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00003093	poly-beta-hydroxybutyrate enriched soil	True	False	False	0	0	True	False	False	False	False	True	True	False	False	False	False	False	False			
