curie	label	envo_native	obsolete	EnvLocalSoilEnum_10_7	ancestors_in_enum_count	descendants_in_enum_count	abp	env_sys	biome	terrestrial_biome	aquatic_biome	env_mat	soil	liquid water	water ice	human_construction	building	building_part	goldterms_mappings	nmdc_scoped_count	gold_hybrid_count	ncbi_scoped_count
ENVO:01000623	boiling	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00005935		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:06105101	plastic	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			6.0
ENVO:00005878		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01000868	domestic solar panel array	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:0000447		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			3.0
ENVO:00000536	moatan	True	False	False	4	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000484	polynya	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000001	bedding-plane cave	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000423	living room	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	True	False			
ENVO:01000672	geological joint	True	False	False	3	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:0000454		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			3.0
ENVO:01000130	marine hydrothermal plume	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000029	marine reef biome	True	False	False	1	0	True	True	True	False	True	False	False	False	False	False	False	False	False			
ENVO:01000620	mesocosm	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			612.0
PATO:0001323	area	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			298.0
ENVO:03501159	neonatal unit facility	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:00000006	second-order administrative region	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:06105107	marine anthropogenic litter	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000148	marine coral reef buttress zone	True	False	False	4	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:0000466		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			3.0
ENVO:00006067		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000139	irrigation ditch	True	False	False	7	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:025		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000212	marine abyssalpelagic zone	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000429	arete	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:00000002	anthropogenic geographic feature	True	False	True	3	7	True	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:03501175	psychiatric unit facility	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:02500002	flooding	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			171.0
ENVO:01000313	anthropogenic environment	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	True			
ENVO:01001312	estuarine coastal upper water column	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:054		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000093	lacustrine beach	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00005956		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000389	intermittent wetland	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False			
ENVO:012		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000223	continental shelf	True	False	False	4	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:03501341	community health centre	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:00000304	shore	True	False	True	5	2	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00005857		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01001676	marine cline	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:03000133	agricultural potting mixture	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True		44.0	36.0
ENVO:01000496	straw exterior wall	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	True	False			
ENVO:01030		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000176	shrubland biome	True	False	False	1	0	True	True	True	True	False	False	False	False	False	False	False	False	False			
ENVO:03501355	public-private prison	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:00005867		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
UBERON:0002416	integumental system	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1955.0
ENVO:01000468	fence	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:00000095	obsolete lava field	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			6.0
ENVO:03501290	supermarket	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	True	False	False			1.0
CHEBI:28659	phosphorus atom	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			164.0
ENVO:00006049		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00003043	sewage plant	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	True	False	False			8.0
ENVO:01000784	illegal informal settlement	True	False	False	1	0	True	True	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01001581	sea surface layer	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000127	badland	True	False	True	5	1	True	False	False	False	False	False	False	False	False	False	False	False	False			22.0
ENVO:01001568	frost heave	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002173	hospital	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:01001810	mediterranean grassland	True	False	False	1	0	True	True	False	False	False	False	False	False	False	False	False	False	False			80.0
ENVO:00000522	canal tunnel	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:0000501		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:06105277	clay loam	True	False	False	1	0	True	False	False	False	False	True	True	False	False	False	False	False	False			
ENVO:03501184	chiropractic clinic	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:00000151	sabkha	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000239	oak woodland	True	False	False	1	0	True	True	False	False	False	False	False	False	False	False	False	False	False			46.0
ENVO:00000211	marine bathypelagic zone	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000259	lacustrine plain	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
PATO:0001193	lateral to	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:01000779	public infrastructure	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:01000547	glaze ice layer	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:043		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:0000467		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			3.0
ENVO:00000332	doline	True	False	False	4	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:0000568		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:01000183	tropical desert biome	True	False	False	1	0	True	True	True	False	False	False	False	False	False	False	False	False	False			
ENVO:00000338	vomit material	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:01000425	indoor toilet	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	True	False			
ENVO:01000862	turbulent aquatic surface layer	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000083	hill	True	False	True	6	2	True	False	False	False	False	False	False	False	False	False	False	False	False	4.0		949.0
ENVO:00000421	wave-cut platform	True	False	False	4	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:03000116	snowpack	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			88.0
ENVO:00006043		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01000241	juniper woodland	True	False	False	1	0	True	True	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000542	kame	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:019		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01001743	plume	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00005922		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
CHEBI:17632	nitrate	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00003963	warehouse	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	True	False	False			
ENVO:00000410	kipuka	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00006071		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00006129		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01000892	area of cropland	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False	207.0		1076.0
ENVO:03000111	snow mass	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:03501233	warehouse	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	True	False	False			
ENVO:01001207	ranch	True	False	False	1	0	True	True	False	False	False	False	False	False	False	False	False	False	True		73.0	
ENVO:003		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:03600032	embankment dam	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:03000067	pancake ice	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:03000117	channel	True	False	True	4	2	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000312	sandur	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			36.0
ENVO:01000909	biocrust	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1677.0
ENVO:00006111		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:03000074	grease ice layer	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00005989		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00006112		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:03501185	dental clinic	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:00000387	container of an intermittent lake	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			5.0
ENVO:03000039	cryoconite hole	True	False	False	4	0	True	False	False	False	False	False	False	False	False	False	False	False	False			55.0
ENVO:00005784	spruce forest soil	True	False	False	1	0	True	False	False	False	False	True	True	False	False	False	False	False	False	17.0		290.0
ENVO:01000490	sandy building floor	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01001801	subtropical dry broadleaf forest	True	False	False	1	0	True	True	False	False	False	False	False	False	False	False	False	False	False			8.0
ENVO:00006099		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00006018		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00002277	back-arc basin	True	False	False	4	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01001808	montane grassland	True	False	False	1	0	True	True	False	False	False	False	False	False	False	False	False	False	False			17.0
ENVO:01000424	patio	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:03000110	cryoform	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000298	continental margin	True	False	False	4	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:03501273	listed building	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	True	False	False			
ENVO:00000432	monadnock	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			2.0
PATO:0000573	increased length	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			2219.0
ENVO:01000392	tropical upper montane forest	True	False	False	1	0	True	True	False	False	False	False	False	False	False	False	False	False	False			3.0
ENVO:01001221	office building	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	True	False	False			
ENVO:01001293	bush area	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000360	solutional cave	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01001454	polar mountain	True	False	False	6	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000525	rock intrusion	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002279		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
FOODON:03303220	dessert food	False	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			1.0
ENVO:01000000	humus	True	False	False	1	0	True	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:011		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:0000468		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			3.0
ENVO:00002131	epilimnion	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002271	nuclear power plant	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	True	False	False			1.0
ENVO:03605006	stream water	True	False	False	1	0	True	False	False	False	False	True	False	True	False	False	False	False	False			
NCBITaxon:1	root	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			401.0
ENVO:00002290		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:0000540		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:03501315	food production environmental monitoring zone 2	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:00000544	leat	True	False	False	6	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:01001001	plant-associated environment	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False			149.0
ENVO:03501124	airport concourse	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	True	False	False			
ENVO:01032		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002280		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01001480	domestic building	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	True	False	False			
ENVO:00005742	arable soil	True	False	False	1	0	True	False	False	False	False	True	True	False	False	False	False	False	True			733.0
ENVO:01001500	anthropogenic light pollution	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01001324	estuarine tidal riverine coastal pycnocline	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01001104	rift zone	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00005763	humus-rich acidic ash soil	True	False	False	1	0	True	False	False	False	False	True	True	False	False	False	False	False	False			1.0
ENVO:00000416	coastal dune	True	False	False	7	0	True	False	False	False	False	False	False	False	False	False	False	False	False			93.0
ENVO:00000509	marine terrace	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000459	outlet glacier	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01001510	material congelation process	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01001472	marine observatory system	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:03600013	bituminous sand	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			74.0
ENVO:01000536	factory	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	True	False	False			15.0
CHEBI:33232	application	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			12.0
ENVO:00000409	whirlpool	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000310	meteor impact crater	True	False	False	6	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:0000463		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			3.0
ENVO:0000487		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			3.0
ENVO:01000213	subtropical shrubland biome	True	False	False	1	0	True	True	True	True	False	False	False	False	False	False	False	False	False			1.0
ENVO:03600078	oil refinery	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	True	False	False			
ENVO:00000370	tuya	True	False	False	4	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:0010021	obsolete caprine dairy product	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00002007	sediment	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			205.0
ENVO:00005948		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000171	river valley	True	False	False	6	0	True	False	False	False	False	False	False	False	False	False	False	False	False			343.0
ENVO:00000520	landslide	True	False	False	4	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000214	tropical shrubland biome	True	False	False	1	0	True	True	True	True	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000874	obsolete Tundra biome	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002299		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:0000460		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			3.0
ENVO:2000002	industrial wastewate treatment plant	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	True	False	False			
ENVO:00006076		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:0000493		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:01001799	tropical dry broadleaf forest	True	False	False	1	0	True	True	False	False	False	False	False	False	False	False	False	False	False			5.0
ENVO:00005861		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
CHEBI:15379	dioxygen	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01000434	sclerophyllous forest	True	False	False	1	0	True	True	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01001491	flattened elevation	True	False	True	5	4	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000359	natural monument	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000552	natural gas	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			2.0
ENVO:01001330	nitrogen cycling	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			198.0
ENVO:01000630	acidification of an aquatic environment	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:02000008	cell culture	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			14.0
ENVO:01001870	gas well	True	False	False	4	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000953	tree line ecotone	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False			6.0
ENVO:0000523		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:01001042	sterile water environment	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False			8.0
ENVO:00000220	archipelago	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			30.0
ENVO:00000316	intertidal zone	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	True			929.0
PATO:0000586	increased size	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01001005	lunar rainbow	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000431	drumlin field	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:09200009	structure of soil	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:0010162	dry stream valley	True	False	False	7	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000021	freshwater lake	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			24.0
ENVO:00005845		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00005833		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:09000026	concentration of liquid water in soil	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000165	asphalt lake	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00005885		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00002254	vertisol	True	False	False	1	0	True	False	False	False	False	True	True	False	False	False	False	False	False			5.0
ENVO:03501335	day care facility	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
UBERON:0000160	intestine	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000146	snow field	True	False	True	3	1	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00005939		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:03501127	conference venue	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	True	False	False			
ENVO:0000539		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:01000407	littoral zone	True	False	False	1	0	True	True	False	False	False	False	False	False	False	False	False	False	False			
ENVO:0000510		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:0000522		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:00005914		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
PATO:0001432	decayed	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			5.0
ENVO:01000238	polar	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			6.0
ENVO:01000269	siltstone	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			1.0
ENVO:03600053	yard	True	False	True	4	2	True	False	False	False	False	False	False	False	False	False	False	False	False			5.0
ENVO:00006124		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000380	ice shelf	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00006050		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00002318		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01000023	marine pelagic biome	True	False	False	1	0	True	True	True	False	True	False	False	False	False	False	False	False	False			
ENVO:03501188	ophthalmology clinic	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:1000750	depositional island	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000614	bicycle	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			62.0
ENVO:00005801	rhizosphere	True	False	False	1	0	True	True	False	False	False	False	False	False	False	False	False	False	True	118.0		4189.0
ENVO:01000512	wooden building roof	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	True	False			
ENVO:01000621	microcosm	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	17.0		2254.0
ENVO:00005881		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01001775	blind thrust fault	True	False	False	4	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000565	sports facility	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:01000967	public swimming pool	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:00002269	thermocline	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00002327		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:036		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000554	saddle dam	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:01000225	subtropical dry broadleaf forest biome	True	False	False	1	0	True	True	True	True	False	False	False	False	False	False	False	False	False			1.0
ENVO:00005940		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01001567	protected area	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			56.0
ENVO:00002005	air	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			
ENVO:01001525	hard-frozen soil	True	False	False	1	0	True	False	False	False	False	True	True	False	False	False	False	False	False			
ENVO:00000311	kettle	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00006017		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:0000490		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:00002984	petroleum	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			242.0
ENVO:03501239	riverfront	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000735	lopolith	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000545	shingle beach	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			37.0
ENVO:00000454	turlough	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			3.0
ENVO:03501203	polling booth	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:0000464		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			3.0
ENVO:01000200	tropical broadleaf forest biome	True	False	False	1	0	True	True	True	True	False	False	False	False	False	False	False	False	False			189.0
UBERON:0001913	milk	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			3.0
ENVO:016		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00006114		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01001433	terrestrial mining	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			155.0
ENVO:00000396	marine channel	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000262	seep	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:03501102	polytunnel	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	True	False	False			
