curie	label	envo_native	obsolete	EnvLocalSoilEnum_10_7	ancestors_in_enum_count	descendants_in_enum_count	abp	env_sys	biome	terrestrial_biome	aquatic_biome	env_mat	soil	liquid water	water ice	human_construction	building	building_part	goldterms_mappings	nmdc_scoped_count	gold_hybrid_count	ncbi_scoped_count
ENVO:01000315	acidic environment	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False			36.0
ENVO:0000458		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			3.0
ENVO:0000478		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			3.0
ENVO:03501342	dormitory	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	True	False			
ENVO:01000042	neritic epipelagic zone biome	True	False	False	1	0	True	True	True	False	True	False	False	False	False	False	False	False	False			
ENVO:03000018	englacial stream	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:03605008	freshwater stream biome	True	False	False	1	0	True	True	True	False	True	False	False	False	False	False	False	False	False			
ENVO:00000023	stream	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	True			76.0
ENVO:00005786	upland soil	True	False	False	1	0	True	False	False	False	False	True	True	False	False	False	False	False	False			6.0
ENVO:2000003	agricultural wastewater treatment plant	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	True	False	False			
ENVO:01000664	tuff cone	True	False	True	8	1	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000101	warm surface current	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01001276	water ice layer	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000506	concrete exterior wall	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	True	False			
ENVO:03000084	thermokarst depression	True	False	False	6	0	True	False	False	False	False	False	False	False	False	False	False	False	False			41.0
ENVO:03600072	ophiolites	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00005769	mountain forest soil	True	False	False	1	0	True	False	False	False	False	True	True	False	False	False	False	False	False			1229.0
ENVO:01000417	house	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	True	False	False			24.0
ENVO:01000848	flower strip	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			144.0
ENVO:00005773	pasture soil	True	False	False	1	0	True	False	False	False	False	True	True	False	False	False	False	False	True		13.0	311.0
ENVO:03600015	polluted river	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:03600037	eutrophic pond	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:0000429		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			3.0
ENVO:01000109	marine warm-water sphere	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000949	lichen woodland	True	False	False	1	0	True	True	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00006126		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01000889	area of lichen-dominated vegetation	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:06105275	silty loam	True	False	False	1	0	True	False	False	False	False	True	True	False	False	False	False	False	False			
ENVO:01000495	stone exterior wall	True	False	False	2	0	True	False	False	False	False	False	False	False	False	True	False	True	False			
ENVO:00005800	desert sand	True	False	False	1	0	True	False	False	False	False	True	False	False	False	False	False	False	True		173.0	84.0
ENVO:01001462	UNEP-WCMC class 2 mountain	True	False	False	6	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000617	lentic water body	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00006016		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00006082		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:06105280	silty clay	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			3.0
ENVO:00005987		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000800		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000518	ditch mouth	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002268	sphagnum bog	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False			305.0
ENVO:01001185	acidic soil	True	False	False	1	0	True	False	False	False	False	True	True	False	False	False	False	False	False			30.0
ENVO:01000019	cave floor	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000272	confluence	True	False	False	3	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:0000529		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:00006013		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01000377	humid subtropical	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			75.0
ENVO:00000335	polygonal karst	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
CHEBI:16183	methane	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			7.0
ENVO:00002315		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00003885	brewery	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	True	False	False			
ENVO:00005754	fertilized soil	True	False	False	1	0	True	False	False	False	False	True	True	False	False	False	False	False	False			1.0
ENVO:00003096	tap water	True	False	False	0	0	False	False	False	False	False	True	False	True	False	False	False	False	False			20.0
ENVO:01000150	marine subtidal rocky reef	True	False	False	4	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000726	desublimation process	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			216.0
ENVO:00005827		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00005970		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:03501199	dry market	True	False	False	4	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:03600008	intensive care unit	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	True	False			
ENVO:01028		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000219	landlocked sea	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000274	continental rise	True	False	False	4	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000871	puddle of water	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000469	research facility	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			1.0
ENVO:00000393	sound	True	False	False	4	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000167	bar	True	False	True	4	2	True	False	False	False	False	False	False	False	False	False	False	False	False			69.0
ENVO:00006115		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:020		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01001489	spur	True	False	False	4	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00006125		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00002328		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00005910		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00002231	alisol	True	False	False	1	0	True	False	False	False	False	True	True	False	False	False	False	False	False			1.0
ENVO:01000198	mixed forest biome	True	False	False	1	0	True	True	True	True	False	False	False	False	False	False	False	False	False			1354.0
ENVO:01000685	water mass	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:03600066	halite	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002307		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01000467	constructed barrier	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:09200008	composition of soil	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			22.0
ENVO:00006056		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00002326		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:0000577		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000563	pier	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:00005932		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:035		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00006065		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00005949		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00005974		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:03000097	warm season	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			135.0
ENVO:00006060		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:021		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002121	alkaline salt lake	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000098	island	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			378.0
ENVO:00000092	sea beach	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			52.0
ENVO:00000319	low tide zone	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00005820		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000056	fishpond	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00005992		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01000746	area of perennial ice or snow	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:03000120	subglacial lake	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000422	bathroom	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	True	False			
ENVO:00002246	ferralsol	True	False	False	1	0	True	False	False	False	False	True	True	False	False	False	False	False	False			111.0
ENVO:00005779	vegetable garden soil	True	False	False	1	0	True	False	False	False	False	True	True	False	False	False	False	False	False			1.0
ENVO:00006110		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000055	saline evaporation pond	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00003911	sake brewery	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	True	False	False			
ENVO:01000227	tropical dry broadleaf forest biome	True	False	False	1	0	True	True	True	True	False	False	False	False	False	False	False	False	False			1.0
ENVO:01000972	take-out restaurant	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	True	False	False			
ENVO:01000181	mangrove biome	True	False	False	1	0	True	True	True	True	False	False	False	False	False	False	False	False	False			3.0
ENVO:01001028	sediment permeated by freshwater	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			1.0
ENVO:01001308	hydroform	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000465	natural harbor	True	False	False	4	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00012408	aquifer	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			5.0
ENVO:0000558		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:00000286	polder	True	False	False	4	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000244	abyssal plain	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:0000048		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01001443	usage of an environment for recreation	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			25.0
ENVO:00000485	sea shore	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			4.0
ENVO:00000337	obsolete orange juice	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00006107		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:0000528		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:02000155	solid waste material	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			6.0
ENVO:03501299	charcuterie shop	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	True	False	False			
ENVO:00005751	jungle soil	True	False	False	1	0	True	False	False	False	False	True	True	False	False	False	False	False	False			8.0
ENVO:01000737	sill	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000501	submerged bed	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			158.0
ENVO:00002160	estuarine mud	True	False	False	1	0	True	False	False	False	False	True	False	False	False	False	False	False	False			1.0
ENVO:00006019		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:0000438		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			3.0
ENVO:01001378	marine bed	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00005990		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01001316	estuarine open water upper water column	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000526	cliff cleft	True	False	False	4	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000497	rincon	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:0000453		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			3.0
ENVO:00005810		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01045		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:03600011	mineral horizon	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	14.0		6.0
ENVO:0000526		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:00000508	terrace	True	False	True	5	1	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00005753	urea enriched soil	True	False	False	1	0	True	False	False	False	False	True	True	False	False	False	False	False	False			1.0
ENVO:01001499	active agri-ecosystem management process	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000080	mountain range	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			15.0
ENVO:01000711	coastal flood	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
PATO:0001472	decreased depth	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			14.0
ENVO:01000812	desert pavement	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000077	marine pycnocline	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			54.0
ENVO:03600092	artificial pond	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:03501205	private prison	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:00003861	industrial building	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	True	False	False			
ENVO:0000482		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			3.0
ENVO:00000054	saline marsh	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False			151.0
ENVO:00000339	piece of rock	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000081	mountain	True	False	True	6	1	True	False	False	False	False	False	False	False	False	False	False	False	False			2293.0
ENVO:01000968	water intake	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:03501118	public transport hub	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:00000441	terracette	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:01001016	glory	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000105	lake surface	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000486	shoreline	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1120.0
ENVO:01001040	saline environment	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False			120.0
ENVO:00006058		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
CHEBI:48706	antagonist	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000516	hummock	True	False	True	6	1	True	False	False	False	False	False	False	False	False	False	False	False	False	38.0		11.0
ENVO:01001616	bare soil	True	False	False	1	0	True	False	False	False	False	True	True	False	False	False	False	False	False			79.0
ENVO:00002004	obsolete physical object of mesoscopic geological size	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000627	feedlot	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000523	cutoff	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002044	sludge	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			81.0
ENVO:00000415	raised beach	True	False	False	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01001470	observatory system	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01001121	plant matter	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			8.0
ENVO:00006015		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01001638	frost-susceptible soil	True	False	False	1	0	True	False	False	False	False	True	True	False	False	False	False	False	False			
ENVO:00000301	chaparral area	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			4.0
ENVO:00000307	icefall	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:1000751	barrier island	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			66.0
ENVO:00000447	marine biome	True	False	False	1	0	True	True	True	False	True	False	False	False	False	False	False	False	True			20.0
ENVO:01000488	wooden building floor	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01001465	UNEP-WCMC class 5 mountain	True	False	False	6	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01000443	salt mass	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000399	ash cone	True	False	False	7	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01001524	frozen land	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:0000428		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			3.0
ENVO:00000408	volcanic fissure	True	False	False	4	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00005746	savanna soil	True	False	False	1	0	True	False	False	False	False	True	True	False	False	False	False	False	False			
ENVO:01001502	visible spectrum radiation from a manufactured product	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:01001784	compound astronomical body part	True	False	False	1	72	True	False	False	False	False	False	False	False	False	False	False	False	False			
CHEBI:33290	food	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01000849	flower-rich field margin strip	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:0000517		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			2.0
ENVO:03501179	urology unit facility	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:00000345	grain of beach sand	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00000037	ditch	True	False	True	7	1	True	False	False	False	False	False	False	False	False	True	False	False	False			10.0
ENVO:00000890	small river biome	True	False	False	1	0	True	True	True	False	True	False	False	False	False	False	False	False	False			10.0
ENVO:01001543	water ice surface layer	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:00002872	bagasse	True	False	False	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False			1.0
ENVO:01000448	mixed grassland	True	False	False	1	0	True	True	False	False	False	False	False	False	False	False	False	False	False			269.0
ENVO:02000043	biological product	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			11.0
ENVO:01001241	crop canopy	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:04000009	active permafrost layer	True	False	False	1	0	True	False	False	False	False	False	False	False	False	False	False	False	False			56.0
ENVO:00005825		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:01001522	fast ice	True	False	False	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
ENVO:03501166	ophthalmology unit facility	True	False	False	1	0	True	False	False	False	False	False	False	False	False	True	False	False	False			
ENVO:00002281		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00005973		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False			1.0
ENVO:00000315	bajada	True	False	False	3	0	True	False	False	False	False	False	False	False	False	False	False	False	False			
