curie	label	envo_native	obsolete	EnvMediumSoilEnum_10_7	ancestors_in_enum_count	descendants_in_enum_count	nlcd_class	abp	env_sys	biome	terrestrial_biome	aquatic_biome	env_mat	soil	liquid water	water ice	snow	mass_of_environmental_material	human_construction	building	building_part	goldterms_mappings	nmdc_biosamples_count	ncbi_bioprojects_count
ENVO:00002171	hay compost	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:02000033	pleural effusion material	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
FOODON:00001052	amasake food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
FOODON:00001200	cowpea (pulse) food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00005794	water scum	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:03000072	second year ice	True	False	False	0	0	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False		
NCBITaxon:4751	Fungi	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		28.0
FOODON:00001057	plant fruit food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00002134	anaerobic stream sediment	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00002241	leptosol	True	False	True	0	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False	False	False		2.0
ENVO:03000027	powdery snow	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False		
FOODON:00001218	bee food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01000132	thermophilic sediment	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
FOODON:00001128	Limburger cheese food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:03510015	xanthan gum	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00000025	reservoir	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False		5.0
ENVO:00000474	cut	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001007	solar rainbow	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00001202	winged bean food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:1000746	marine mucilage	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
FOODON:00001246	hot chocolate food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:03000002	firn	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False		
ENVO:00010623	dolomite	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:02000036	saliva material	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01000270	claystone	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00002017	metamorphic rock	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
PATO:0001430	alkaline	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		7.0
FOODON:00001027	cheddar cheese food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00002016	sedimentary rock	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00000393	sound	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002046	activated sludge	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01000230	arid	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		10.0
FOODON:00002131	plant based refined or partially-refined food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:004		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002218	obsolete commercial yogurt	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00001242	spice or herb	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01001204	alluvial deposit	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00000367	IUCN national park	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		8.0
ENVO:00003085	skatole enriched soil	True	False	False	0	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False	False	False		
ENVO:00000426	ocean floor	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001876	graupel	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False		
FOODON:00003395	multi-component wheat food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
FOODON:00001139	coffee based beverage product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:02000053	hide	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01001476	body of liquid	True	False	False	0	1	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000090	coastal plain	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		3.0
PATO:0000146	temperature	False	False	False	0	6	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		5.0
ENVO:01000238	polar	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00003064	drinking water	True	False	False	0	0	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False		
PATO:0001306	decreased temperature	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		4.0
ENVO:02000048	contaminated animal feed	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01000272	mudstone	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001499	active agri-ecosystem management process	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002214	power plant	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	False		1.0
ENVO:00000429	arete	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000545	shingle beach	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:00000506	intermittently filled reservoir	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000080	mountain range	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001059	mock community culture	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000228	tropical moist broadleaf forest biome	True	False	False	0	0	False	True	True	True	True	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:01000200	tropical broadleaf forest biome	True	False	False	0	0	False	True	True	True	True	False	False	False	False	False	False	False	False	False	False	False		3.0
FOODON:00001163	solanaceous fruit food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01000660	tephra	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		1.0
ENVO:0000571		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:01000939	time crystal	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:09200008	composition of soil	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:02500038	soil pollution	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:00000417	machair	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002280		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:0000498		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:03501217	tissue paper	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000383	stream bed	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00001157	pomaceous fruit juice beverage	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
FOODON:00001098	fermented apple beverage	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00000348	grain of rocky sand	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False		
FOODON:00004156	velvet bean food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
FOODON:00001180	prepared food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00000029	watercourse	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		5.0
ENVO:03600039	fermentation pit	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False		2.0
ENVO:01001462	UNEP-WCMC class 2 mountain	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000238	fluvial dambo	True	False	False	0	0	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00010505	aerosol	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01000846	water ice crystal	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
FOODON:00001063	millet beer food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
PATO:0000070	amount	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:03510007	gasoline	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01000156	biofilm material	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
FOODON:03400852	miscellaneous food product (eurofir)	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00005784	spruce forest soil	True	False	True	1	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False	False	False		2.0
ENVO:01001014	monochrome solar rainbow	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000023	stream	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True		13.0
ENVO:02000097	gold ore	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
FOODON:00001891	fruit salad food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01000340	alpine	True	False	False	0	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		6.0
FOODON:00001281	custard dessert food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01001370	tundra ecosystem	True	False	False	0	0	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False		4.0
ENVO:00000255	flood plain	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True		7.0
ENVO:01001484	fire whirl	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000412	tidal watercourse	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000346	lower montane	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
PATO:0002352	herbaceous	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		4.0
PATO:0000608	closed	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		3.0
ENVO:00000492	resequent stream	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002264	waste material	True	False	False	0	1	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000176	elevated landform	True	False	False	0	3	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		3.0
ENVO:01001233	labile kerogen	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
PATO:0000386	hard	False	False	False	0	2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00005803	animal habitation	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		140.0
ENVO:01001013	reflection rainbow	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
PATO:0000057	occurrence	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000121	colloidal sediment	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:0000439		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		3.0
FOODON:00002262	soybean condiment	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00000409	whirlpool	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001506	ice calf	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False		
ENVO:01001837	subalpine biome	True	False	False	0	0	False	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:03510038	volume of cyanoacrylate	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01000774	oligotrophic lake	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000363	area designated as a nature reserve	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		3.0
ENVO:01001183	arable or pasturable land	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:01001140	ammonia ice	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
FOODON:00001017	commercial yogurt	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00002276	animal waste material	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001117	poultry manure	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		12.0
ENVO:01000371	agricultural waste material	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002142	borax leachate	True	False	False	0	0	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False		
FOODON:03303909	cultured dairy product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
FOODON:00001196	pigeon pea (whole, dried)	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00000103	mangrove island	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002170	compost	True	False	False	0	2	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		30.0
ENVO:01000198	mixed forest biome	True	False	False	0	0	False	True	True	True	True	False	False	False	False	False	False	False	False	False	False	False		6.0
ENVO:01000623	boiling	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000382	cold desert	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:00000246	volcanic crater	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001346	erosion	True	False	False	0	3	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002317		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000333	subjacent karst	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:02000090	ash	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:02000027	blood plasma material	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01001141	carbon monoxide ice	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:02000127	coal ash	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01000663	pumice	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00000456	tidewater glacier	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False		2.0
ENVO:00003870	rice straw	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		30.0
FOODON:00001184	algal food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01000648	magma	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:02500001	desertification	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		60.0
ENVO:01000112	polymetallic nodule	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00000396	marine channel	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:02000153	marine salt marsh sediment	True	False	False	0	0	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00000332	doline	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00010483	environmental material	True	False	False	0	101	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00002169	coal mine	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False		4.0
ENVO:0000450		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		3.0
ENVO:00002312		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002318		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00001245	tea beverage (liquid)	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01001505	alpine tundra biome	True	False	False	0	0	False	True	True	True	True	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000296	rice field	True	False	False	0	0	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False		19.0
ENVO:01000022	marine salt marsh biome	True	False	False	0	0	False	True	True	True	False	True	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:0000465		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		3.0
ENVO:03501370	stagnant water	True	False	False	0	0	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False		
ENVO:00000035	marsh	True	False	False	0	0	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False		50.0
FOODON:00002275	steeped beverage product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01001821	hydrothermally-influenced sediment	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:03000046	frazil ice	True	False	False	0	0	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False		
FOODON:00001259	non-fruit wine food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01000621	microcosm	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		132.0
ENVO:01001869	fracking liquid	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01001405	laboratory environment	True	False	False	0	0	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000855	area of mixed forest	True	False	False	0	0	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00001209	pulse food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:02000118	paraffin wax	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00002164	fossil material	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:03600018	organic horizon	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		4.0
ENVO:00000480	peak	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000167	bar	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000151	manganese-reducing sediment	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01001006	rainbow	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:03501119	agricultural experimental station	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False		1.0
ENVO:00000163	coffee plantation	True	False	False	0	0	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00001058	fruit extract food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00002260	dune soil	True	False	True	1	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False	False	False		2.0
ENVO:00003095	quinate enriched soil	True	False	False	0	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False	False	False		
FOODON:03460263	vegetable fat or oil	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00000109	woodland area	True	False	False	0	6	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		90.0
ENVO:01000175	woodland biome	True	False	False	0	0	False	True	True	True	True	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:0000189		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:2000010	bitumous coal	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00002044	sludge	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		5.0
ENVO:01001010	hydrometeor	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00002454	food product by quality	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00000043	wetland area	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		7.0
ENVO:00002275	technosol	True	False	True	0	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False	False	False		3.0
ENVO:01040		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000008	fourth-order administrative region	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000369	brine pool	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000372	pyroclastic shield volcano	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:03420244	mammalian milk whey	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:00000316	intertidal zone	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True		55.0
FOODON:00001164	tomato food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
CHEBI:25555	nitrogen atom	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:03000139	ice fog	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01000236	basalt	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		1.0
PATO:0001432	decayed	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:0000478		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		3.0
ENVO:01000194	montane grassland biome	True	False	False	0	0	False	True	True	True	True	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:0000567		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:02000019	bodily fluid material	True	False	False	0	1	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
FOODON:03400960	50220000 - cereal/grain/pulse products (gs1 gpc)	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01001469	observing system	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00003903	aviation fuel	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01000349	root matter	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		2.0
ENVO:01042		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:0000459		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		3.0
FOODON:03420156	brown sugar	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01000555	compressed natural gas	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:03000021	soot	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:01001528	friable-frozen soil	True	False	True	1	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False	False	False		
ENVO:00000519	agricultural terrace	True	False	False	0	0	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002202	organically enriched sediment	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
FOODON:00001174	plant lipid food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:0000513		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:03600053	yard	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:0000511		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:00000357	lock	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False		
FOODON:00001153	muskmelon (Cucumis melo) fruit food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False		
ENVO:0000428		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		3.0
ENVO:0000510		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
CHEBI:28659	phosphorus atom	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False		38.0
ENVO:00002228	pond water	True	False	False	0	0	False	True	False	False	False	False	True	False	True	False	False	False	False	False	False	False		1.0
