curie	label	envo_native	obsolete	EnvMediumSoilEnum_11_1	ancestors_in_enum_count	descendants_in_enum_count	nlcd_class	abp	env_sys	biome	terrestrial_biome	aquatic_biome	env_mat	soil	liquid water	water ice	human_construction	building	building_part	goldterms_mappings	nmdc_biosamples_count	ncbi_bioporjects_count
FOODON:00001114	zebra dairy food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01000111	cosmogenous sediment	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:03000097	warm season	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:00005779	vegetable garden soil	True	False	True	1	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		1.0
ENVO:06105016	foamed plastic	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
FOODON:00001994	leguminous vegetable food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
FOODON:00001174	plant lipid food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
FOODON:00002053	mustard food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01000371	agricultural waste material	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01000872	ballast water	True	False	False	0	0	False	False	False	False	False	False	True	False	True	False	False	False	False	False		
FOODON:00001243	animal lipid food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
UBERON:0001988	feces	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00002153	plant seed vegetable food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01000256	mineral material	True	False	False	0	86	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:00003860	pig manure	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:00003071	grass silage	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		1.0
PATO:0000014	color	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001393	Bathymodiolus gill tissue material	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01001154	volatile astrogeological material	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
FOODON:00001244	coffee beverage	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:03600016	saprolite	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01000594	cabinet	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
FOODON:00001294	goat milk cheese (unpasteurized)	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01000156	biofilm material	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01000177	grassland biome	True	False	False	0	0	False	True	True	True	True	False	False	False	False	False	False	False	False	False		1.0
ENVO:03000108	slab snow	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01000559	compressed biogas	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01001370	tundra ecosystem	True	False	False	1	0	False	True	True	False	False	False	False	False	False	False	False	False	False	False		6.0
ENVO:01000848	flower strip	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:06105275	silty loam	True	False	False	2	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		
ENVO:00002146	xylene contaminated soil	True	False	False	1	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		
ENVO:00000486	shoreline	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		45.0
FOODON:00001919	grain based vinegar food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01001233	labile kerogen	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
FOODON:00001147	plant root food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
PATO:0000573	increased length	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:00002235	cambisol	True	False	True	1	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		
FOODON:00001241	processed pork meat food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
FOODON:00001208	hyacinth bean food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:00002192	poultry litter	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:00005790	red soil	True	False	True	1	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		1.0
ENVO:01000740	area of perennial water ice	True	False	False	0	0	True	True	False	False	False	False	False	False	False	False	False	False	False	False		
PO:0025025	root system	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001446	usage of an environment for residential activity	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
UBERON:0002100	trunk	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		5.0
ENVO:00005744	allotment garden soil	True	False	True	1	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		
ENVO:01000356	granite	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:02000039	synovial fluid material	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01001140	ammonia ice	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01000112	polymetallic nodule	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01000786	fire	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		3.0
ENVO:01001505	alpine tundra biome	True	False	False	1	0	False	True	True	True	True	False	False	False	False	False	False	False	False	False		1.0
ENVO:04000013	particulate organic carbon	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01001023	radiation	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:01000214	tropical shrubland biome	True	False	False	0	0	False	True	True	True	True	False	False	False	False	False	False	False	False	False		2.0
FOODON:00001096	fermented elaeis palm beverage	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01000352	field	True	False	False	0	3	False	True	False	False	False	False	False	False	False	False	False	False	False	False		263.0
ENVO:00005773	pasture soil	True	False	False	1	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		3.0
FOODON:00002156	plant stem or spear vegetable food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
FOODON:03420307	seed oil	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
FOODON:03315925	pate	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:00005765	frozen compost soil	True	False	True	3	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		1.0
FOODON:00002664	lipid food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:00005749	farm soil	True	False	False	1	1	False	True	False	False	False	False	True	True	False	False	False	False	False	False		1.0
ENVO:00000358	area of protected biodiversity	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002154	radioactive sediment	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:00005780	greenhouse soil	True	False	False	1	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		19.0
ENVO:00000002	anthropogenic geographic feature	True	False	False	0	3	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:06105211	runoff	True	False	False	0	0	False	False	False	False	False	False	True	False	True	False	False	False	False	False		
ENVO:02000026	chyme material	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:03600084	lichen material	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01001808	montane grassland	True	False	False	0	0	False	True	True	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001463	UNEP-WCMC class 3 mountain	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000157	microbial mat material	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
FOODON:00001121	equine milk beverage	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01001516	ice cave congelation ice	True	False	False	0	0	False	False	False	False	False	False	True	False	False	True	False	False	False	False		
ENVO:01001113	forage material	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		1.0
FOODON:00001231	creamy salad dressing	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:00005747	compost soil	True	False	True	1	1	False	True	False	False	False	False	True	True	False	False	False	False	False	False		
ENVO:02000036	saliva material	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:03501307	ceramic	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:00005799	rocky sand	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		1.0
ENVO:01001557	water-body-derived ice	True	False	False	0	0	False	False	False	False	False	False	True	False	False	True	False	False	False	False		
FOODON:00001173	plant seed food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
FOODON:00001099	apple beverage	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:00002042	surface water	True	False	False	0	0	False	False	False	False	False	False	True	False	True	False	False	False	False	False		
FOODON:00001252	animal derived beverage	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:0010003	agricultural environmental material	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
FOODON:00001292	oyster food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:00000138	cove	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000461	refined asphalt	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
FOODON:00002158	food (preserved)	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01001805	temperate forest	True	False	False	0	0	False	True	True	False	False	False	False	False	False	False	False	False	False	False		7.0
FOODON:03305536	honey blend table syrup	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01000850	clathrate material	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:03000139	ice fog	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
FOODON:00001185	rice food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:00002984	petroleum	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
FOODON:00001038	pork meat food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01001236	sulfrous kerogen	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
FOODON:00001207	jack bean (whole, dried)	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
UBERON:0000178	blood	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000117	granular sediment	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:02000046	calcareous ooze	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:00000035	marsh	True	False	False	1	0	False	False	True	False	False	False	False	False	False	False	False	False	False	False		18.0
ENVO:00000382	lake shore	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000739	habitat	True	False	False	0	0	False	True	True	False	False	False	False	False	False	False	False	False	False	False		21.0
ENVO:02000041	lymph material	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:00003097	bore hole water	True	False	False	0	0	False	False	False	False	False	False	True	False	True	False	False	False	False	False		
ENVO:00000107	heath	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001406	laboratory facility	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	True	False	False	False		2.0
FOODON:00001086	kefir food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01001796	temperate mixed forest	True	False	False	0	0	False	True	True	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002013	igneous rock	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
FOODON:00001150	cucurbit fruit food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:00005757	bacteria enriched soil	True	False	False	1	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		1.0
FOODON:00001089	corn flour food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:00002264	waste material	True	False	False	0	1	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
FOODON:00004242	animal food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01000357	alkaline water	True	False	False	0	0	False	False	False	False	False	False	True	False	True	False	False	False	False	False		
ENVO:01001841	volcanic soil	True	False	False	2	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		
ENVO:00005768	orchid soil	True	False	True	1	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		1.0
FOODON:00001187	sorghum food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01000134	hydrothermal fluid	True	False	False	0	0	False	False	False	False	False	False	True	False	True	False	False	False	False	False		
ENVO:01000770	carbon dioxide emission	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
FOODON:00002252	soft cheese food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:00005826		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
