curie	label	envo_native	obsolete	EnvBroadScaleSoilEnum_11_1	ancestors_in_enum_count	descendants_in_enum_count	nlcd_class	abp	env_sys	biome	terrestrial_biome	aquatic_biome	env_mat	soil	liquid water	water ice	human_construction	building	building_part	goldterms_mappings	nmdc_biosamples_count	ncbi_bioporjects_count
ENVO:00000134	permafrost	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		6.0
ENVO:00002079		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000384	river bed	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		3.0
ENVO:00000494	insequent stream	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001933		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000303	sea coast	True	False	False	0	2	False	True	False	False	False	False	False	False	False	False	False	False	False	False		5.0
ENVO:00002081		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002130	hypolimnion	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000493	obsequent stream	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000044	peatland	True	False	False	0	0	False	False	True	False	False	False	False	False	False	False	False	False	False	False		3.0
ENVO:00000206	marine neritic zone	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	True		1.0
ENVO:00000038	lagoon	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		21.0
ENVO:01001849	glaze	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:01000200	tropical broadleaf forest biome	True	False	True	3	2	False	True	True	True	True	False	False	False	False	False	False	False	False	False		
ENVO:00000165	asphalt lake	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		2.0
PATO:0001759	granular	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		15.0
ENVO:01001227	aquatic natural environment	True	False	False	0	0	False	True	True	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002233	albeluvisol	True	False	False	0	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		1.0
ENVO:01000802	planetary moon	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
PATO:0001306	decreased temperature	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:00002207	self-heating coal mine waste material	True	False	False	0	0	False	True	False	False	False	False	True	False	False	False	False	False	False	False		1.0
ENVO:00002316		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000187	subtropical savanna biome	True	False	True	3	1	False	True	True	True	True	False	False	False	False	False	False	False	False	False		
ENVO:00002201	cis-dichloroethane contaminated sediment	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		1.0
ENVO:01000191	subtropical grassland biome	True	False	True	2	1	False	True	True	True	True	False	False	False	False	False	False	False	False	False		
ENVO:00005756	lawn soil	True	False	False	0	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		2.0
ENVO:00002154	radioactive sediment	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		1.0
ENVO:00002093		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001254	animal aquaculture process	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000498	volcanic dike	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000096	caldera	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		3.0
ENVO:01000894	area of emergent herbaceous wetland	True	False	False	1	0	True	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002136	arsenate treated wood	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		1.0
ENVO:01001821	hydrothermally-influenced sediment	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		5.0
ENVO:01001893	salt spring	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:00002225	mesotrophic water	True	False	False	0	0	False	False	False	False	False	False	True	False	True	False	False	False	False	False		1.0
ENVO:00000018	obsolete dry river	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
CHEBI:22695	base	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		5.0
ENVO:00000482	sea floor	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		22.0
ENVO:00002324		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
CHEBI:15377	water	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		13.0
ENVO:00000141	bank	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		5.0
ENVO:00002095		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000890	small river biome	True	False	False	0	0	False	True	True	True	False	True	False	False	False	False	False	False	False	False		3.0
ENVO:01000037	oceanic bathypelagic zone biome	True	False	False	0	0	False	True	True	True	False	True	False	False	False	False	False	False	False	False		
ENVO:01000226	subtropical moist broadleaf forest biome	True	False	True	4	0	False	True	True	True	True	False	False	False	False	False	False	False	False	False		
ENVO:00000514	crater	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002197	saline water aquarium	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002226	borehole	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	True	False	False	False		7.0
ENVO:01000045	epeiric sea biome	True	False	False	0	0	False	True	True	True	False	True	False	False	False	False	False	False	False	False		
ENVO:01000042	neritic epipelagic zone biome	True	False	False	0	0	False	True	True	True	False	True	False	False	False	False	False	False	False	False		
ENVO:00000908		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000169	canyon	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002306		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000909		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000402	mud volcano	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	True		12.0
ENVO:00000539	geographic sill	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000532	intermittent saline evaporation pond	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000509	marine terrace	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002117	creosote contaminated soil	True	False	False	0	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		1.0
ENVO:00002169	coal mine	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	True	False	False	False		1.0
UBERON:0002416	integumental system	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		9.0
ENVO:00000393	sound	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002317		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000428	biome	True	False	False	0	52	False	True	True	True	False	False	False	False	False	False	False	False	False	False		4.0
ENVO:01001926		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000006	second-order administrative region	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002223	oligotrophic water	True	False	False	0	0	False	False	False	False	False	False	True	False	True	False	False	False	False	False		1.0
ENVO:00002059	biosolids	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		1.0
ENVO:01000224	mediterranean grassland biome	True	False	True	3	0	False	True	True	True	True	False	False	False	False	False	False	False	False	False		
ENVO:00000081	mountain	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:01001922		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000244	abyssal plain	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		4.0
ENVO:00000538	arrugado	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000910		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001869	fracking liquid	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		
ENVO:02000091	coal	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		1.0
ENVO:00002040	wood	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		1.0
ENVO:00000513	reservoir bed	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001219	ionizing stellar radiation	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000688	lake coast	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002318		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001607	water current	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002145	chromate contaminated soil	True	False	False	0	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		1.0
ENVO:01000247	rangeland biome	True	False	True	2	0	False	True	True	True	True	False	False	False	False	False	False	False	False	False		
ENVO:03000120	subglacial lake	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002102		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000942	continental subsurface zone	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002208		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000028	marine hadal zone biome	True	False	False	0	0	False	True	True	True	False	True	False	False	False	False	False	False	False	False		
ENVO:03000033	marine sediment	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	True		81.0
ENVO:01000027	marine abyssal zone biome	True	False	False	0	0	False	True	True	True	False	True	False	False	False	False	False	False	False	False		1.0
ENVO:00000918		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000504	container of an intermittent pond	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001862	Solar radiation	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002173	hospital	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	True	False	False	False		1.0
ENVO:00002261	forest soil	True	False	False	1	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		1.0
ENVO:00002077		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:02000059	surface soil	True	False	False	0	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		1.0
ENVO:00000894	obsolete polar biome	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002335		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000321	sea water environment	True	False	False	0	0	False	False	True	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000522	canal tunnel	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000304	shore	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		7.0
ENVO:01001822	active enrichment culturing unit	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001899	reef	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001866	well intervention	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
PATO:0045093	south	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		4.0
ENVO:01000906	aquaculture process	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000221	continental island	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
OBI:0001046		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	True		
ENVO:01000047	mediterranean sea biome	True	False	False	0	0	False	True	True	True	False	True	False	False	False	False	False	False	False	False		1.0
ENVO:01001216	ultraviolet stellar radiation	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000196	coniferous forest biome	True	False	True	2	4	False	True	True	True	True	False	False	False	False	False	False	False	False	False		
ENVO:00002269	thermocline	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002220	obsolete cheese spoilage	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002216	obsolete plant food product	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001840	safe environment	True	False	False	0	0	False	False	True	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000182	temperate desert biome	True	False	False	1	0	False	True	True	True	False	False	False	False	False	False	False	False	False	False		
ENVO:00002051	stony-iron meteorite	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000247	volcano	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		4.0
ENVO:00000086	plain	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		3.0
ENVO:01000222	subtropical woodland biome	True	False	True	2	1	False	True	True	True	True	False	False	False	False	False	False	False	False	False		
ENVO:01000040	oceanic benthopelagic zone biome	True	False	False	0	0	False	True	True	True	False	True	False	False	False	False	False	False	False	False		
ENVO:00000262	steppe	True	False	False	1	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		3.0
ENVO:00000917		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002275	technosol	True	False	False	0	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		1.0
ENVO:00000007	third-order administrative region	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000294	fish farm	True	False	False	0	0	False	False	True	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000126	sulfur spring	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002090		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000598	freshwater spring	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:01001099	divergent plate boundary	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001049	non-saline sediment environment	True	False	False	0	0	False	False	True	False	False	False	False	False	False	False	False	False	False	False		7.0
ENVO:00002263	garden soil	True	False	False	0	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		1.0
ENVO:00000543	swale	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000016	sea	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		4.0
ENVO:01001229	Lagrangian point	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
FOODON:00001209	pulse food product	False	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		5.0
ENVO:00002019	brackish water	True	False	False	0	0	False	False	False	False	False	False	True	False	True	False	False	False	False	False		3.0
ENVO:01000352	field	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		4.0
ENVO:00000906		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001223	lumber production process	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00000505	underground irrigation canal	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002096		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000516	hummock	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002337		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000895	obsolete temperate shelf and sea biome	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001836	montane biome	True	False	False	0	3	False	True	True	True	False	False	False	False	False	False	False	False	False	False		
ENVO:01001843	atmosphere-ocean momentum transfer process	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002057	raw primary sludge	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		1.0
CHEBI:60004	mixture	False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002157	stromatolite mat	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000220	tropical woodland biome	True	False	True	2	0	False	True	True	True	True	False	False	False	False	False	False	False	False	False		
ENVO:00002268	sphagnum bog	True	False	False	0	0	False	False	True	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001907		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000780	public road	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	True	False	False	False		1.0
ENVO:01001932		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001886	landform	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01000365	ice cave	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:00000490	consequent stream	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01000621	microcosm	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		53.0
ENVO:00002254	vertisol	True	False	False	0	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		1.0
ENVO:00000122	track	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	True	False	False	False		1.0
ENVO:00002308		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002028	obsolete high osmolarity habitat	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:01001798	tropical mixed forest biome	True	False	True	3	0	False	True	True	True	True	False	False	False	False	False	False	False	False	False		
ENVO:00002039	obsolete bone	True	True	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00001995	rock	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		4.0
ENVO:00002034	biofilm	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		4.0
ENVO:01000188	tropical savanna biome	True	False	True	3	0	False	True	True	True	True	False	False	False	False	False	False	False	False	False		
ENVO:00002118	sea sand	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		1.0
ENVO:00002017	metamorphic rock	True	False	False	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False		1.0
ENVO:01000641	planetary core	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		2.0
ENVO:00000317	tidal pool	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002242	lixisol	True	False	False	0	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		1.0
ENVO:01000208	mediterranean woodland biome	True	False	True	3	0	False	True	True	True	True	False	False	False	False	False	False	False	False	False		
ENVO:00000147	ocean current	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00002286		False	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000067	cave	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		11.0
ENVO:01001211	stellar radiation	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:01001314	estuarine coastal lower water column	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False		1.0
ENVO:00000464	artificial harbor	True	False	False	0	0	False	True	False	False	False	False	False	False	False	False	True	False	False	False		1.0
ENVO:00002237	chernozem	True	False	False	0	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		1.0
ENVO:01001867	well stimulation	True	False	False	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False		
ENVO:00002116	contaminated soil	True	False	False	0	0	False	True	False	False	False	False	True	True	False	False	False	False	False	False		1.0
