EnvBroadScaleSoilEnum	____subtropical woodland biome [ENVO:01000222]	placeholder PV descr, DO NOT SORT				
EnvBroadScaleSoilEnum	______mediterranean woodland biome [ENVO:01000208]	placeholder PV descr, DO NOT SORT				
EnvBroadScaleSoilEnum	____temperate woodland biome [ENVO:01000221]	placeholder PV descr, DO NOT SORT				
EnvBroadScaleSoilEnum	____tropical woodland biome [ENVO:01000220]	placeholder PV descr, DO NOT SORT				
EnvBroadScaleSoilEnum	____savanna biome [ENVO:01000178]	placeholder PV descr, DO NOT SORT				
EnvBroadScaleSoilEnum	______montane savanna biome [ENVO:01000223]	placeholder PV descr, DO NOT SORT				
EnvBroadScaleSoilEnum	______flooded savanna biome [ENVO:01000190]	placeholder PV descr, DO NOT SORT				
EnvBroadScaleSoilEnum	______temperate savanna biome [ENVO:01000189]	placeholder PV descr, DO NOT SORT				
EnvBroadScaleSoilEnum	______tropical savanna biome [ENVO:01000188]	placeholder PV descr, DO NOT SORT				
EnvBroadScaleSoilEnum	______subtropical savanna biome [ENVO:01000187]	placeholder PV descr, DO NOT SORT				
EnvBroadScaleSoilEnum	________mediterranean savanna biome [ENVO:01000229]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum		placeholder enum descr, DO NOT SORT				
EnvMediumSoilEnum	pathogen-suppressive soil [ENVO:03600036]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	mangrove biome soil [ENVO:02000138]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	surface soil [ENVO:02000059]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	frost-susceptible soil [ENVO:01001638]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	bare soil [ENVO:01001616]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	frozen soil [ENVO:01001526]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__friable-frozen soil [ENVO:01001528]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__plastic-frozen soil [ENVO:01001527]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__hard-frozen soil [ENVO:01001525]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__frozen compost soil [ENVO:00005765]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__cryosol [ENVO:00002236]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	ultisol [ENVO:01001397]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__acrisol [ENVO:00002234]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	acidic soil [ENVO:01001185]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	bulk soil [ENVO:00005802]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	red soil [ENVO:00005790]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	upland soil [ENVO:00005786]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__mountain forest soil [ENVO:00005769]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__dune soil [ENVO:00002260]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	ornithogenic soil [ENVO:00005782]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	heat stressed soil [ENVO:00005781]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	greenhouse soil [ENVO:00005780]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	tropical soil [ENVO:00005778]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	pasture soil [ENVO:00005773]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	muddy soil [ENVO:00005771]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	orchid soil [ENVO:00005768]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	manured soil [ENVO:00005767]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	limed soil [ENVO:00005766]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	pond soil [ENVO:00005764]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	meadow soil [ENVO:00005761]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	burned soil [ENVO:00005760]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	lawn soil [ENVO:00005756]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	field soil [ENVO:00005755]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__paddy field soil [ENVO:00005740]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	____peaty paddy field soil [ENVO:00005776]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	____alluvial paddy field soil [ENVO:00005759]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	fertilized soil [ENVO:00005754]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	sawah soil [ENVO:00005752]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	jungle soil [ENVO:00005751]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	grassland soil [ENVO:00005750]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__steppe soil [ENVO:00005777]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__savanna soil [ENVO:00005746]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	farm soil [ENVO:00005749]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__rubber plantation soil [ENVO:00005788]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__orchard soil [ENVO:00005772]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	dry soil [ENVO:00005748]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	compost soil [ENVO:00005747]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__frozen compost soil [ENVO:00005765]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	roadside soil [ENVO:00005743]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	arable soil [ENVO:00005742]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	alpine soil [ENVO:00005741]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	alluvial soil [ENVO:00002871]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__alluvial paddy field soil [ENVO:00005759]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__alluvial swamp soil [ENVO:00005758]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	technosol [ENVO:00002275]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	stagnosol [ENVO:00002274]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	fluvisol [ENVO:00002273]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	garden soil [ENVO:00002263]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__vegetable garden soil [ENVO:00005779]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__allotment garden soil [ENVO:00005744]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	clay soil [ENVO:00002262]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	forest soil [ENVO:00002261]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__eucalyptus forest soil [ENVO:00005787]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__spruce forest soil [ENVO:00005784]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__leafy wood soil [ENVO:00005783]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__beech forest soil [ENVO:00005770]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__mountain forest soil [ENVO:00005769]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	agricultural soil [ENVO:00002259]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__bluegrass field soil [ENVO:00005789]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__rubber plantation soil [ENVO:00005788]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__paddy field soil [ENVO:00005740]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	____peaty paddy field soil [ENVO:00005776]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	____alluvial paddy field soil [ENVO:00005759]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	loam [ENVO:00002258]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__clay loam [ENVO:06105277]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	____silty clay loam [ENVO:06105278]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	____sandy clay loam [ENVO:06105276]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__silty loam [ENVO:06105275]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__sandy loam [ENVO:06105274]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	podzol [ENVO:00002257]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	regosol [ENVO:00002256]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	solonetz [ENVO:00002255]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	vertisol [ENVO:00002254]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	umbrisol [ENVO:00002253]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	solonchak [ENVO:00002252]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	planosol [ENVO:00002251]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	plinthosol [ENVO:00002250]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	phaeozem [ENVO:00002249]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	luvisol [ENVO:00002248]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	nitisol [ENVO:00002247]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	ferralsol [ENVO:00002246]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	gypsisol [ENVO:00002245]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	gleysol [ENVO:00002244]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	histosol [ENVO:00002243]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__peat soil [ENVO:00005774]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	lixisol [ENVO:00002242]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	leptosol [ENVO:00002241]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	kastanozem [ENVO:00002240]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	calcisol [ENVO:00002239]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	durisol [ENVO:00002238]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	chernozem [ENVO:00002237]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	cambisol [ENVO:00002235]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	albeluvisol [ENVO:00002233]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	andosol [ENVO:00002232]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	__volcanic soil [ENVO:01001841]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	alisol [ENVO:00002231]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	anthrosol [ENVO:00002230]	placeholder PV descr, DO NOT SORT				
EnvMediumSoilEnum	arenosol [ENVO:00002229]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum		placeholder enum descr, DO NOT SORT				
EnvLocalScaleSoilEnum	astronomical body part [ENVO:01000813]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	__coast [ENVO:01000687]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	__solid astronomical body part [ENVO:00000191]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	______landform [ENVO:01001886]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	______channel [ENVO:03000117]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________tunnel [ENVO:00000068]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	______surface landform [ENVO:01001884]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________desert [ENVO:01001357]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________outcrop [ENVO:01000302]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________boulder field [ENVO:00000537]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________landfill [ENVO:00000533]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________hummock [ENVO:00000516]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________terrace [ENVO:00000508]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________peninsula [ENVO:00000305]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________shore [ENVO:00000304]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	__________lake shore [ENVO:00000382]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________dry lake [ENVO:00000277]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________karst [ENVO:00000175]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________isthmus [ENVO:00000174]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________badland [ENVO:00000127]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________volcanic feature [ENVO:00000094]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	__________volcanic cone [ENVO:00000398]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	____________tuff cone [ENVO:01000664]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________beach [ENVO:00000091]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________plain [ENVO:00000086]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________cave [ENVO:00000067]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________spring [ENVO:00000027]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	______slope [ENVO:00002000]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________talus slope [ENVO:01000334]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________hillside [ENVO:01000333]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________levee [ENVO:00000178]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________bank [ENVO:00000141]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________cliff [ENVO:00000087]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	______peak [ENVO:00000480]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	______depressed landform [ENVO:00000309]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________geographic basin [ENVO:03000015]	placeholder PV descr, DO NOT SORT				
