curie	label	envo_native	obsolete	legacy_pv	abp	env_sys	biome	terrestrial_biome	aquatic_biome	env_mat	nmdc_ebs_count	gold_ebs_count	ncbi_ebs_count
ENVO:00000280	escarpment	True	False	False	True	False	False	False	False	False			1.0
ENVO:01000033	oceanic pelagic zone biome	True	False	False	True	True	True	False	True	False			
ENVO:03500005	anthropogenic litter	True	False	False	False	False	False	False	False	False			36.0
ENVO:01000004	concentration basin mediterranean sea biome	True	False	False	True	True	True	False	True	False			
ENVO:00003863	food processing building	True	False	False	True	False	False	False	False	False			
ENVO:00000373	obsolete geothermal field	True	True	False	False	False	False	False	False	False			1.0
ENVO:00000288	cotton plantation	True	False	False	True	True	False	False	False	False			1.0
ENVO:00003869	straw	True	False	False	False	False	False	False	False	True			1.0
ENVO:01000048	ocean biome	True	False	False	True	True	True	False	True	False			
ENVO:00000432	monadnock	True	False	False	True	False	False	False	False	False			1.0
ENVO:01000859	tropical marine upwelling biome	True	False	False	True	True	True	False	True	False			
ENVO:00000322	volcanic cave	True	False	False	True	False	False	False	False	False			1.0
ENVO:00000284	quarry	True	False	False	True	False	False	False	False	False			1.0
ENVO:01001809	subtropical grassland	True	False	False	True	True	False	False	False	False			96.0
ENVO:00000391	land bridge	True	False	False	True	False	False	False	False	False			1.0
ENVO:01001057	environment associated with a plant part or small plant	True	False	False	False	True	False	False	False	False			199.0
ENVO:01000225	subtropical dry broadleaf forest biome	True	False	False	True	True	True	True	False	False			
ENVO:01000164	root nodule	True	False	False	False	False	False	False	False	False			6.0
ENVO:00002011	fresh water	True	False	False	False	False	False	False	False	True			93.0
ENVO:00000392	ice tongue	True	False	False	True	False	False	False	False	False			1.0
ENVO:01000198	mixed forest biome	True	False	False	True	True	True	True	False	False			5325.0
ENVO:00000378	canal head reservoir	True	False	False	True	False	False	False	False	False			1.0
ENVO:0009005		False	False	False	False	False	False	False	False	False			1.0
ENVO:01000182	temperate desert biome	True	False	False	True	True	True	False	False	False			
ENVO:00000379	inundation disposition	True	False	False	False	False	False	False	False	False			1.0
ENVO:01001830	tropical biome	True	False	False	True	True	True	False	False	False			301.0
ENVO:00000316	intertidal zone	True	False	False	True	False	False	False	False	False			9.0
ENVO:01001798	tropical mixed forest biome	True	False	False	True	True	True	True	False	False			
ENVO:01000028	marine hadal zone biome	True	False	False	True	True	True	False	True	False			
ENVO:01000178	savanna biome	True	False	False	True	True	True	True	False	False			
NCBITaxon:4751	Fungi	False	False	False	False	False	False	False	False	False			25.0
ENVO:00000249	lateral moraine	True	False	False	True	False	False	False	False	False			1.0
ENVO:01001835	alpine biome	True	False	False	True	True	True	False	False	False			
ENVO:00002259	agricultural soil	True	False	False	True	False	False	False	False	True			1790.0
ENVO:00000343	particle of silt	True	False	False	False	False	False	False	False	False			1.0
ENVO:00000370	tuya	True	False	False	True	False	False	False	False	False			1.0
ENVO:01000042	neritic epipelagic zone biome	True	False	False	True	True	True	False	True	False			
ENVO:00000439	dell	True	False	False	True	False	False	False	False	False			1.0
ENVO:01000041	neritic sea surface microlayer biome	True	False	False	True	True	True	False	True	False			
ENVO:01000054	marine basaltic hydrothermal vent biome	True	False	False	True	True	True	False	True	False			
ENVO:01000051	marine black smoker biome	True	False	False	True	True	True	False	True	False			
ENVO:00000372	pyroclastic shield volcano	True	False	False	True	False	False	False	False	False			1.0
ENVO:00005801	rhizosphere	True	False	False	True	True	False	False	False	False			539.0
ENVO:00000339	piece of rock	True	False	False	False	False	False	False	False	False			1.0
ENVO:00000243	freshwater wetland ecosystem	True	False	False	False	True	False	False	False	False			1.0
ENVO:00000519	agricultural terrace	True	False	False	True	True	False	False	False	False			16.0
ENVO:00000311	kettle	True	False	False	True	False	False	False	False	False			1.0
ENVO:00000313	blowout	True	False	False	True	False	False	False	False	False			1.0
ENVO:00000347	grain of sea sand	True	False	False	False	False	False	False	False	False			1.0
ENVO:01000210	tropical coniferous forest biome	True	False	False	True	True	True	True	False	False			
ENVO:00000312	sandur	True	False	False	True	False	False	False	False	False			1.0
ENVO:00000448	hydroelectric reservoir	True	False	False	True	False	False	False	False	False			1.0
ENVO:00002984	petroleum	True	False	False	False	False	False	False	False	True			112.0
ENVO:00000299	ice field	True	False	False	True	False	False	False	False	False			1.0
ENVO:00000325	polje	True	False	False	True	False	False	False	False	False			1.0
ENVO:00000344	grain of desert sand	True	False	False	True	False	False	False	False	False			1.0
NCBITaxon:3193	Embryophyta	False	False	False	False	False	False	False	False	False			6.0
ENVO:01000040	oceanic benthopelagic zone biome	True	False	False	True	True	True	False	True	False			
ENVO:01001837	subalpine biome	True	False	False	True	True	True	False	False	False			65.0
ENVO:00000267	submarine canyon	True	False	False	True	False	False	False	False	False			1.0
ENVO:00000283	ridge	True	False	False	True	False	False	False	False	False			1.0
ENVO:01000352	field	True	False	False	True	False	False	False	False	False			1154.0
ENVO:00000430	dirt cone	True	False	False	True	False	False	False	False	False			1.0
ENVO:00000285	quicksand bed	True	False	False	False	False	False	False	False	False			1.0
ENVO:00000086	plain	True	False	False	True	False	False	False	False	False			2.0
ENVO:01000739	habitat	True	False	False	True	True	False	False	False	False			57.0
ENVO:01000217	mediterranean shrubland biome	True	False	False	True	True	True	True	False	False			11.0
ENVO:01000224	mediterranean grassland biome	True	False	False	True	True	True	True	False	False			
ENVO:01000194	montane grassland biome	True	False	False	True	True	True	True	False	False			2.0
ENVO:00000278	dry stream	True	False	False	True	False	False	False	False	False			1.0
ENVO:00002030	aquatic biome	True	False	False	True	True	True	False	True	False			92.0
ENVO:00002204	anthropogenic contamination feature	True	False	False	True	False	False	False	False	False			4.0
ENVO:00000259	lacustrine plain	True	False	False	True	False	False	False	False	False			1.0
ENVO:00000892	small freshwater lake biome	True	False	False	True	True	True	False	True	False			
ENVO:01000239	oak woodland	True	False	False	True	True	False	False	False	False			19.0
ENVO:00000011	garden	True	False	False	True	False	False	False	False	False			211.0
ENVO:00000275	ocean trench	True	False	False	True	False	False	False	False	False			1.0
ENVO:00000387	container of an intermittent lake	True	False	False	True	False	False	False	False	False			1.0
ENVO:00002124	anaerobic bioreactor	True	False	False	False	False	False	False	False	False			13.0
ENVO:01000035	oceanic epipelagic zone biome	True	False	False	True	True	True	False	True	False			
ENVO:00000333	subjacent karst	True	False	False	True	False	False	False	False	False			1.0
ENVO:01000254	environmental system	True	False	False	False	True	False	False	False	False			333.0
ENVO:01000371	agricultural waste material	True	False	False	False	False	False	False	False	True			1.0
ENVO:01001831	temperate biome	True	False	False	True	True	True	False	False	False			1274.0
ENVO:00000104	undersea feature	True	False	False	True	False	False	False	False	False			58.0
ENVO:00000354	volcanic field	True	False	False	True	False	False	False	False	False			1.0
ENVO:01000187	subtropical savanna biome	True	False	False	True	True	True	True	False	False			
ENVO:00010624	botanical garden	True	False	False	True	False	False	False	False	False			353.0
ENVO:00000250	medial moraine	True	False	False	True	False	False	False	False	False			1.0
ENVO:01000196	coniferous forest biome	True	False	False	True	True	True	True	False	False			143.0
ENVO:00000319	low tide zone	True	False	False	True	False	False	False	False	False			1.0
ENVO:03605008	freshwater stream biome	True	False	False	True	True	True	False	True	False			
ENVO:00000292	watershed	True	False	False	True	False	False	False	False	False			1.0
ENVO:00005780	greenhouse soil	True	False	False	True	False	False	False	False	True			9.0
ENVO:00000315	bajada	True	False	False	True	False	False	False	False	False			1.0
ENVO:01000226	subtropical moist broadleaf forest biome	True	False	False	True	True	True	True	False	False			
ENVO:00000240	saline wetland	True	False	False	False	True	False	False	False	False			1.0
ENVO:01000230	arid	True	False	False	False	False	False	False	False	False			1.0
ENVO:00000229	intermittent estuary	True	False	False	True	False	False	False	False	False			1.0
ENVO:00000109	woodland area	True	False	False	True	False	False	False	False	False			768.0
ENVO:01000205	subtropical	True	False	False	False	False	False	False	False	False			144.0
ENVO:00000348	grain of rocky sand	True	False	False	False	False	False	False	False	False			1.0
ENVO:00000208	marine pelagic zone	True	False	False	True	False	False	False	False	False			1.0
ENVO:00000342	ice cap dome	True	False	False	True	False	False	False	False	False			1.0
ENVO:01000212	temperate mixed forest biome	True	False	False	True	True	True	True	False	False			
ENVO:00000349	terrarium	True	False	False	False	False	False	False	False	False			1.0
ENVO:00000428	biome	True	False	False	True	True	True	False	False	False			4018.0
FOODON:00002753	bean (whole)	False	False	False	False	False	False	False	False	True			2.0
ENVO:00000196	alkaline flat	True	False	False	True	False	False	False	False	False			1.0
ENVO:01001406	laboratory facility	True	False	False	True	False	False	False	False	False			439.0
ENVO:00000002	anthropogenic geographic feature	True	False	False	True	False	False	False	False	False			54.0
ENVO:00000274	continental rise	True	False	False	True	False	False	False	False	False			1.0
ENVO:01000186	polar desert biome	True	False	False	True	True	True	False	False	False			
ENVO:01000183	tropical desert biome	True	False	False	True	True	True	False	False	False			1.0
ENVO:00003867		False	False	False	False	False	False	False	False	False			
ENVO:00000209	marine photic zone	True	False	False	True	False	False	False	False	False			1.0
ENVO:01000951	natural environment	True	False	False	False	True	False	False	False	False			100.0
ENVO:01000046	marginal sea biome	True	False	False	True	True	True	False	True	False			
ENVO:03600049	smokeless tobacco	True	False	False	False	False	False	False	False	False			30.0
ENVO:01000059	sea grass bed	True	False	False	True	False	False	False	False	False			145.0
ENVO:00000295	fish hatchery	True	False	False	True	False	False	False	False	False			1.0
ENVO:00000236	dambo	True	False	False	False	True	False	False	False	False			1.0
ENVO:00000351	volcanic arc	True	False	False	True	False	False	False	False	False			1.0
ENVO:00000369	brine pool	True	False	False	True	False	False	False	False	False			1.0
ENVO:01000043	neritic mesopelagic zone biome	True	False	False	True	True	True	False	True	False			
ENVO:01000228	tropical moist broadleaf forest biome	True	False	False	True	True	True	True	False	False			
ENVO:00000446	terrestrial biome	True	False	False	True	True	True	True	False	False	209.0		949.0
ENVO:00000163	coffee plantation	True	False	False	True	True	False	False	False	False			143.0
