id	label
ENVO:00002179	intertidal sediment
ENVO:01000112	polymetallic nodule
ENVO:01000121	colloidal sediment
ENVO:00002113	deep marine sediment
ENVO:01001036	sediment permeated by saline water
ENVO:01000113	suspended sediment
ENVO:02000045	red clay
ENVO:01001028	sediment permeated by freshwater
ENVO:01000082	biogenous sediment
ENVO:01000153	sulphate-reducing sediment
ENVO:01000110	hydrogenous sediment
ENVO:01000119	silty sediment
ENVO:01001821	hydrothermally-influenced sediment
ENVO:01000154	carbon dioxide-reducing sediment
ENVO:02000046	calcareous ooze
ENVO:03000033	marine sediment
ENVO:02000152	mangrove biome sediment
ENVO:01000116	pebble sediment
ENVO:02000044	siliceous ooze
ENVO:03000034	shallow marine sediment
ENVO:01000132	thermophilic sediment
ENVO:01000120	clay sediment
ENVO:00002045	anaerobic sediment
ENVO:01000070	terrigenous sediment
ENVO:01000152	iron-reducing sediment
ENVO:01001203	alluvial sediment
ENVO:01000115	cobble sediment
ENVO:01000111	cosmogenous sediment
ENVO:01000135	nitrate-reducing sediment
ENVO:01000117	granular sediment
ENVO:01000118	sandy sediment
ENVO:00002007	sediment
ENVO:02000153	marine salt marsh sediment
ENVO:01000151	manganese-reducing sediment
ENVO:01000114	boulder sediment
ENVO:01000133	hyperthermophilic sediment
ENVO:01000131	mesophilic sediment
