	id	elev	geo_loc_name	geo_loc_name_normalized	latitude	latitude_decimal_len	longitude	longitude_decimal_len	normalized_address	formatted_address	lat	lon	distance_between_corners	ne_lat	ne_lon	sw_lat	sw_lon	lat_lon_diff
0	emsl:2f71038a-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	Marcell Experimental Forest, Northeast Itasca, MN 55709, USA	47.5616055	-93.4771394						6.285462495507285
1	emsl:2f7105c4-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	Marcell Experimental Forest, Northeast Itasca, MN 55709, USA	47.5616055	-93.4771394						6.285462495507285
2	emsl:2f7107d6-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	Marcell Experimental Forest, Northeast Itasca, MN 55709, USA	47.5616055	-93.4771394						6.285462495507285
3	emsl:2f7108d0-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	Marcell Experimental Forest, Northeast Itasca, MN 55709, USA	47.5616055	-93.4771394						6.285462495507285
4	emsl:2f7109ac-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	Marcell Experimental Forest, Northeast Itasca, MN 55709, USA	47.5616055	-93.4771394						6.285462495507285
5	emsl:2f710a92-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	Marcell Experimental Forest, Northeast Itasca, MN 55709, USA	47.5616055	-93.4771394						6.285462495507285
6	emsl:2f710cae-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	Marcell Experimental Forest, Northeast Itasca, MN 55709, USA	47.5616055	-93.4771394						6.285462495507285
7	emsl:2f710d8a-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	Marcell Experimental Forest, Northeast Itasca, MN 55709, USA	47.5616055	-93.4771394						6.285462495507285
8	emsl:2f710e70-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	Marcell Experimental Forest, Northeast Itasca, MN 55709, USA	47.5616055	-93.4771394						6.285462495507285
9	emsl:2f710f4c-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	Marcell Experimental Forest, Northeast Itasca, MN 55709, USA	47.5616055	-93.4771394						6.285462495507285
10	emsl:2f711028-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	Marcell Experimental Forest, Northeast Itasca, MN 55709, USA	47.5616055	-93.4771394						6.285462495507285
11	emsl:2f711514-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	Marcell Experimental Forest, Northeast Itasca, MN 55709, USA	47.5616055	-93.4771394						6.285462495507285
12	emsl:2f7116fe-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	Marcell Experimental Forest, Northeast Itasca, MN 55709, USA	47.5616055	-93.4771394						6.285462495507285
13	emsl:2f7117ee-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	Marcell Experimental Forest, Northeast Itasca, MN 55709, USA	47.5616055	-93.4771394						6.285462495507285
14	emsl:2f7118c0-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	Marcell Experimental Forest, Northeast Itasca, MN 55709, USA	47.5616055	-93.4771394						6.285462495507285
15	emsl:2f711992-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	Marcell Experimental Forest, Northeast Itasca, MN 55709, USA	47.5616055	-93.4771394						6.285462495507285
16	emsl:2f711bfe-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	Marcell Experimental Forest, Northeast Itasca, MN 55709, USA	47.5616055	-93.4771394						6.285462495507285
17	emsl:63ca2c7e-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
18	emsl:63ca2eae-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
19	emsl:63ca2f94-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
20	emsl:63ca3070-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
21	emsl:63ca3340-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
22	emsl:63ca341c-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
23	emsl:63ca34da-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
24	emsl:63ca358e-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
25	emsl:63ca3642-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
26	emsl:63ca3700-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
27	emsl:63ca37b4-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
28	emsl:63ca3868-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
29	emsl:63ca3b1a-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
30	emsl:63ca3d04-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
31	emsl:63ca3dc2-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
32	emsl:63ca3e76-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
33	emsl:63ca3f2a-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
34	emsl:63ca3fd4-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
35	emsl:63ca4088-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
36	emsl:63ca4146-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
37	emsl:63ca443e-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
38	emsl:63ca459c-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
39	emsl:63ca46fa-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
40	emsl:63ca47e0-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
41	emsl:63ca489e-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
42	emsl:63ca4952-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
43	emsl:63ca4a38-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
44	emsl:63ca4aec-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
45	emsl:63ca4d4e-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
46	emsl:63ca4e02-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
47	emsl:63ca4eb6-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
48	emsl:63ca4f6a-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
49	emsl:63ca5014-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
50	emsl:63ca50c8-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
51	emsl:63ca517c-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3	usa columbia river washington	Columbia River	47.43871937211972	-120.8228860820784	665.6049242126792	49.4034983	-117.4808563	45.4739405	-124.1649158	167.17767434174215
52	gold:Gb0110680	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
53	gold:Gb0110681	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
54	gold:Gb0110682	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
55	gold:Gb0110683	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
56	gold:Gb0110684	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
57	gold:Gb0110685	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
58	gold:Gb0110686	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
59	gold:Gb0110687	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
60	gold:Gb0110688	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
61	gold:Gb0110689	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
62	gold:Gb0110690	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
63	gold:Gb0110691	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
64	gold:Gb0110692	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
65	gold:Gb0110693	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
66	gold:Gb0110694	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
67	gold:Gb0110695	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
68	gold:Gb0110696	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
69	gold:Gb0110697	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
70	gold:Gb0110698	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
71	gold:Gb0110699	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
72	gold:Gb0110700	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
73	gold:Gb0110701	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
74	gold:Gb0110702	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
75	gold:Gb0110703	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
76	gold:Gb0110704	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
77	gold:Gb0110705	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
78	gold:Gb0110706	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
79	gold:Gb0110707	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
80	gold:Gb0110708	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
81	gold:Gb0110709	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
82	gold:Gb0110710	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
83	gold:Gb0110711	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
84	gold:Gb0110712	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
85	gold:Gb0110713	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
86	gold:Gb0110714	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
87	gold:Gb0110715	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
88	gold:Gb0110716	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
89	gold:Gb0110717	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
90	gold:Gb0110718	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
91	gold:Gb0110719	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
92	gold:Gb0110720	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
93	gold:Gb0110721	432.0	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4	usa california angelo coastal reserve	California, USA	36.778261	-119.4179324	1394.339785745222	42.009503	-114.131211	32.528832	-124.482003	493.5527994878359
