id	elev	geo_loc_name	geo_loc_name_normalized	latitude	latitude_decimal_len	longitude	longitude_decimal_len
emsl:2f71038a-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6
emsl:2f7105c4-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6
emsl:2f7107d6-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6
emsl:2f7108d0-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6
emsl:2f7109ac-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6
emsl:2f710a92-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6
emsl:2f710cae-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6
emsl:2f710d8a-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6
emsl:2f710e70-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6
emsl:2f710f4c-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6
emsl:2f711028-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6
emsl:2f711514-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6
emsl:2f7116fe-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6
emsl:2f7117ee-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6
emsl:2f7118c0-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6
emsl:2f711992-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6
emsl:2f711bfe-5dd1-11ec-bf63-0242ac130002		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.506961	6	-93.455715	6
emsl:63ca2c7e-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca2eae-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca2f94-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca3070-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca3340-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca341c-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca34da-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca358e-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca3642-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca3700-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca37b4-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca3868-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca3b1a-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca3d04-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca3dc2-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca3e76-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca3f2a-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca3fd4-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca4088-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca4146-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca443e-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca459c-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca46fa-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca47e0-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca489e-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca4952-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca4a38-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca4aec-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca4d4e-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca4e02-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca4eb6-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca4f6a-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca5014-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca50c8-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
emsl:63ca517c-6647-11eb-ae93-0242ac130002		USA: Columbia River, Washington	usa columbia river washington	46.372	3	-119.272	3
gold:Gb0110680	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110681	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110682	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110683	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110684	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110685	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110686	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110687	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110688	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110689	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110690	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110691	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110692	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110693	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110694	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110695	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110696	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110697	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110698	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110699	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110700	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110701	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110702	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110703	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110704	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110705	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110706	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110707	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110708	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110709	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110710	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110711	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110712	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110713	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110714	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110715	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110716	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110717	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110718	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110719	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110720	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110721	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110722	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110723	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110724	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110725	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110726	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110727	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110728	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110729	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110730	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110731	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110732	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110733	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110734	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110735	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110736	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110737	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110738	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0110739	432	USA: California: Angelo Coastal Reserve	usa california angelo coastal reserve	39.7392	4	-123.6308	4
gold:Gb0115217		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0115218		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0115219		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0115220		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0115221		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0115222		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0115223		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0115224		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0115225		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0115226		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0115227		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0115228		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0115229		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0115230		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0115231		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0115232		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0115233		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0115838		USA: Tennessee	usa tennessee	35.8443	4	-83.9607	4
gold:Gb0115839		USA: Tennessee	usa tennessee	35.8443	4	-83.9607	4
gold:Gb0115840		USA: Tennessee	usa tennessee	35.8443	4	-83.9607	4
gold:Gb0115841		USA: Tennessee	usa tennessee	35.8443	4	-83.9607	4
gold:Gb0115842		USA: Tennessee	usa tennessee	35.8443	4	-83.9607	4
gold:Gb0115843		USA: Tennessee	usa tennessee	35.8444	4	-83.9599	4
gold:Gb0115844		USA: Tennessee	usa tennessee	35.8444	4	-83.9599	4
gold:Gb0115845		USA: Tennessee	usa tennessee	35.8444	4	-83.9599	4
gold:Gb0115846		USA: Tennessee	usa tennessee	35.8444	4	-83.9599	4
gold:Gb0115847		USA: Tennessee	usa tennessee	35.8444	4	-83.9599	4
gold:Gb0115848		USA: Tennessee	usa tennessee	35.8443	4	-83.9607	4
gold:Gb0115849		USA: Tennessee	usa tennessee	35.8443	4	-83.9607	4
gold:Gb0115850		USA: Tennessee	usa tennessee	35.8443	4	-83.9607	4
gold:Gb0115851		USA: Tennessee	usa tennessee	35.8443	4	-83.9607	4
gold:Gb0115852		USA: Tennessee	usa tennessee	35.8443	4	-83.9607	4
gold:Gb0115853		USA: Tennessee	usa tennessee	35.8444	4	-83.9599	4
gold:Gb0115854		USA: Tennessee	usa tennessee	35.8444	4	-83.9599	4
gold:Gb0115855		USA: Tennessee	usa tennessee	35.8444	4	-83.9599	4
gold:Gb0115856		USA: Tennessee	usa tennessee	35.8444	4	-83.9599	4
gold:Gb0115857		USA: Tennessee	usa tennessee	35.8444	4	-83.9599	4
gold:Gb0115858		USA: Tennessee	usa tennessee	35.8443	4	-83.9607	4
gold:Gb0115859		USA: Tennessee	usa tennessee	35.8443	4	-83.9607	4
gold:Gb0115860		USA: Tennessee	usa tennessee	35.8443	4	-83.9607	4
gold:Gb0115861		USA: Tennessee	usa tennessee	35.8443	4	-83.9607	4
gold:Gb0115862		USA: Tennessee	usa tennessee	35.8443	4	-83.9607	4
gold:Gb0115863		USA: Tennessee	usa tennessee	35.8444	4	-83.9599	4
gold:Gb0115864		USA: Tennessee	usa tennessee	35.8444	4	-83.9599	4
gold:Gb0115865		USA: Tennessee	usa tennessee	35.8444	4	-83.9599	4
gold:Gb0115866		USA: Tennessee	usa tennessee	35.8444	4	-83.9599	4
gold:Gb0115867		USA: Tennessee	usa tennessee	35.8444	4	-83.9599	4
gold:Gb0119259		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0119260		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0119261		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0119262		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0119263		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0119264		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0119265		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0119266		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0119267		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0119268		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0119269		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0119270		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0119271		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0119272		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0119273		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0119274		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0119275		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0119276		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0119277		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0119278		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0119279		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0119281		USA: Ohio	usa ohio	40.178	3	-81.073	3
gold:Gb0126424		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0126425		USA: Columbia River, Washington	usa columbia river washington	46.37379502	8	-119.2722385	7
gold:Gb0126426		USA: Columbia River, Washington	usa columbia river washington	46.37380143	8	-119.2723688	7
gold:Gb0126427		USA: Columbia River, Washington	usa columbia river washington	46.37379502	8	-119.2722385	7
gold:Gb0126428		USA: Columbia River, Washington	usa columbia river washington	46.37229149	8	-119.2718121	7
gold:Gb0126429		USA: Columbia River, Washington	usa columbia river washington	46.37228508	8	-119.2716818	7
gold:Gb0126430		USA: Columbia River, Washington	usa columbia river washington	46.37228508	8	-119.2716818	7
gold:Gb0126431		USA: Columbia River, Washington	usa columbia river washington	46.37379502	8	-119.2722385	7
gold:Gb0126432		USA: Columbia River, Washington	usa columbia river washington	46.37229149	8	-119.2718121	7
gold:Gb0126433		USA: Columbia River, Washington	usa columbia river washington	46.37228508	8	-119.2716818	7
gold:Gb0126434		USA: Columbia River, Washington	usa columbia river washington	46.37229149	8	-119.2718121	7
gold:Gb0126435		USA: Columbia River, Washington	usa columbia river washington	46.37380273	8	-119.2723038	7
gold:Gb0126436		USA: Columbia River, Washington	usa columbia river washington	46.37380143	8	-119.2723688	7
gold:Gb0126437		USA: Columbia River, Washington	usa columbia river washington	46.37380273	8	-119.2723038	7
gold:Gb0126438		USA: Columbia River, Washington	usa columbia river washington	46.37229149	8	-119.2718121	7
gold:Gb0126439		USA: Columbia River, Washington	usa columbia river washington	46.37380273	8	-119.2723038	7
gold:Gb0126440		USA: Columbia River, Washington	usa columbia river washington	46.37380143	8	-119.2723688	7
gold:Gb0126441		USA: Columbia River, Washington	usa columbia river washington	46.37379502	8	-119.2722385	7
gold:Gb0126442		USA: Columbia River, Washington	usa columbia river washington	46.37229149	8	-119.2718121	7
gold:Gb0126443		USA: Columbia River, Washington	usa columbia river washington	46.37380273	8	-119.2723038	7
gold:Gb0126444		USA: Columbia River, Washington	usa columbia river washington	46.37380143	8	-119.2723688	7
gold:Gb0126445		USA: Columbia River, Washington	usa columbia river washington	46.37228508	8	-119.2716818	7
gold:Gb0126446		USA: Columbia River, Washington	usa columbia river washington	46.37380143	8	-119.2723688	7
gold:Gb0126447		USA: Columbia River, Washington	usa columbia river washington	46.37379502	8	-119.2722385	7
gold:Gb0126448		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0126449		USA: Columbia River, Washington	usa columbia river washington	46.37228249	8	-119.2718117	7
gold:Gb0126450		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0126452		USA: Columbia River, Washington	usa columbia river washington	46.37379502	8	-119.2722385	7
gold:Gb0126453		USA: Columbia River, Washington	usa columbia river washington	46.37228508	8	-119.2716818	7
gold:Gb0126454		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0126455		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0126456		USA: Columbia River, Washington	usa columbia river washington	46.37228508	8	-119.2716818	7
gold:Gb0126457		USA: Columbia River, Washington	usa columbia river washington	46.37228379	8	-119.2717467	7
gold:Gb0139004		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.5028	4	-93.4828	4
gold:Gb0139005		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.5028	4	-93.4828	4
gold:Gb0139006		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.5028	4	-93.4828	4
gold:Gb0139007		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.5028	4	-93.4828	4
gold:Gb0139008		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.5028	4	-93.4828	4
gold:Gb0139009		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.5028	4	-93.4828	4
gold:Gb0139010		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.5028	4	-93.4828	4
gold:Gb0139011		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.5028	4	-93.4828	4
gold:Gb0139012		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.5028	4	-93.4828	4
gold:Gb0139013		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.5028	4	-93.4828	4
gold:Gb0139014		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.5028	4	-93.4828	4
gold:Gb0139015		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.5028	4	-93.4828	4
gold:Gb0139016		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.5028	4	-93.4828	4
gold:Gb0139017		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.5028	4	-93.4828	4
gold:Gb0139018		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.5028	4	-93.4828	4
gold:Gb0139019		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.5028	4	-93.4828	4
gold:Gb0139020		USA: Minnesota, Marcel Experimental Forest, Spruce and Peatland Responses to Environmental Changes	usa minnesota marcel experimental forest spruce and peatland responses to environmental changes	47.5028	4	-93.4828	4
